"","UUID","Binomial","hwi","range_size","diet","mean_adult_body_mass_g","BodySize","LifeSpan","mean_longevity_y","TrophicLevel"
"176","24b4f473-5d9b-432a-a084-92f3f1be006b","Calamospiza_melanocorys",24.31225511,249,"omnivore",37.4,0.00363106796116505,4.833333333,4,2
"177","246f93df-d968-4ff0-8f56-f762101d8855","Sphyrapicus_varius",33.85012599,626,"invertebrates",50.3,0.00488349514563107,7.75,6.8,3
"178","21ba3f9a-b9ab-4eff-ab3d-9e6876ae095d","Sphyrapicus_ruber",30.33663961,173,"invertebrates",51.45,0.00499514563106796,7.75,6.8,3
"179","2a64807e-3988-4f47-a2ab-daf1afb49733","Sphyrapicus_nuchalis",31.72171068,243,"invertebrates",50.3,0.00488349514563107,7.75,6.8,3
"180","43f58814-9a36-4132-9f5a-22907c220587","Gavia_adamsii",50.99471121,493,"vertebrates",5212.5,0.506067961165049,30,18,3
"181","dddbb487-bce0-4feb-8e1b-b53b58c77202","Calidris_fuscicollis",54.0651637,2572,"invertebrates",44.55,0.0043252427184466,7,7,3
"182","370bf161-9ae1-434f-bcff-2929498e948f","Uria_lomvia",51.82876446,293,"vertebrates",964,0.0935922330097087,29,25.26666667,3
"183","701c6b62-509e-44b5-aec0-b85f49f7e03f","Calidris_himantopus",52.17316585,875,"invertebrates",57.5,0.00558252427184466,11.1,11.09166667,3
"184","f64bc3fe-50a0-411a-8842-00b25bdcbdfa","Calidris_alba",52.32785586,528,"invertebrates",55.55,0.00539320388349515,18.58333333,14.91666667,3
"185","bd0665da-fe87-4a65-b923-0e9e02cfdacb","Arenaria_interpres",55.16757708,538,"invertebrates",135,0.0131067961165049,21.41666667,16.98333333,3
"186","86df7f23-1ff9-4089-89c1-21df5dd01ddc","Calidris_canutus",58.17506877,489,"invertebrates",137.0666667,0.013307443368932,26.66666667,16.08333333,3
"187","cef9de3a-4dc2-42dc-a830-46d98d664bbf","Alca_torda",56.79864192,218,"vertebrates",720,0.0699029126213592,42,18,3
"188","75db53f8-715d-491b-8d64-d4bde2d5327d","Calidris_maritima",50.50969832,401,"invertebrates",69.475,0.00674514563106796,20.75,20.35,3
"189","3210b202-fd6c-4daa-a617-f98d81cf99dc","Calidris_melanotos",53.38953783,1610,"invertebrates",85,0.00825242718446602,5.916666667,5.9,3
"190","61aa0173-85d3-46f7-9480-80c9d977742e","Limosa_haemastica",57.52505612,267,"invertebrates",255.5,0.0248058252427184,NA,NA,3
"191","f9285981-8cd9-4a03-b1a8-602e595cce80","Phalacrocorax_carbo",38.68346865,1738,"vertebrates",2200,0.213592233009709,27.16666667,21.625,3
"192","85a3f203-9042-4fbb-aa80-272e4b6d31dd","Calidris_alpina",54.34362502,1881,"invertebrates",54.6,0.00530097087378641,28.834,19.75,3
"193","c583cee9-c2f2-47d7-9cbe-e846cc4b50e0","Pluvialis_squatarola",58.97676136,754,"invertebrates",224,0.021747572815534,25.58333333,20.3,3
"194","1c0bff56-6d29-407a-9c8e-2634abe6d0dd","Calidris_bairdii",55.25686631,1074,"invertebrates",39.41666667,0.00382686084174757,NA,NA,3
"195","6556111c-641a-4ae3-9509-fdd6aba2dd51","Cygnus_columbianus",45.28694034,1187,"plants",6350,0.616504854368932,24.1,22.29166667,1
"196","6abcdce6-64e9-4a42-9b40-b3ca88397943","Lanius_excubitor",22.34152831,2742,"vertebrates",63.98333334,0.00621197411067961,16.1,7.333333333,3
"197","997ff508-7660-4e1b-86e5-74501542e4ea","Larus_fuscus",58.38328788,429,"vertebrates",1010.25,0.0980825242718447,49,32.75,3
"198","ef4af8da-d614-4173-be92-3af7271aa1d3","Catherpes_mexicanus",13.16413223,434,"invertebrates",11.625,0.00112864077669903,NA,NA,3
"199","089f5221-c6ee-4da3-a0ab-85fc434d2418","Calypte_anna",65.62151134,80,"nectar",4.4,0.000427184466019418,8.5,6.3,1
"200","aa1d10bb-3ce6-4886-93fe-e964d7df2063","Calidris_pusilla",54.15753642,1546,"invertebrates",26.36666667,0.00255987055048544,19.3,12.1,3
"201","50f7ccc0-e822-409f-bf70-e7ac6794e3de","Pluvialis_dominica",60.16592529,2689,"invertebrates",151,0.0146601941747573,25.91666667,8.9,3
"202","d8671feb-c11b-41b8-8512-981379f35da8","Numenius_phaeopus",54.44327483,887,"invertebrates",383,0.0371844660194175,16.1,12.5,3
"203","abbcdb27-4b26-41dc-83d4-04886c03c2d8","Charadrius_semipalmatus",56.02202596,1581,"invertebrates",52,0.00504854368932039,20.83333333,9.2,3
"204","44d0caf0-b50d-450a-ab38-e40dad994df9","Limnodromus_scolopaceus",51.03418134,708,"invertebrates",108.125,0.010497572815534,13.3,8.333333333,3
"205","53a6abac-0ef1-45ce-b6ac-1d48a6cf0d87","Fratercula_cirrhata",50.45325788,168,"vertebrates",775,0.0752427184466019,6,6,3
"206","0d58a7d9-4903-4259-8de2-fd8aa1bc87e8","Ptychoramphus_aleuticus",40.68446705,31,"invertebrates",184,0.0178640776699029,16.2,10.2,3
"207","3439fbb1-2ce6-45b3-a224-629dfc7f56da","Fratercula_arctica",51.63627959,212,"vertebrates",437.9166667,0.0425161812330097,40.83333333,27.45833333,3
"208","55653c58-2b66-423c-912d-a2d18416cc87","Synthliboramphus_antiquus",51.86074566,86,"invertebrates",206,0.02,5,5,3
"209","441c2862-66a4-4c31-aaad-f04ac244a5d0","Lagopus_leucura",40.42034183,217,"plants",351,0.0340776699029126,15,15,1
"210","fa49facd-fc9b-4e9d-bcb8-257dd6527fc2","Surnia_ulula",38.66775321,2161,"vertebrates",308.5,0.0299514563106796,16.16666667,10,3
"211","45b17d1a-4468-4606-83d7-d8036ec54b6e","Larus_glaucoides",54.47070658,82,"vertebrates",863,0.0837864077669903,33,33,3
"212","8095e3bc-5055-434a-afe7-2fe42bd9f8c4","Falco_rusticolus",47.4893525,1452,"vertebrates",1415.75,0.13745145631068,13.5,12.917,3
"213","c97c3d51-016e-413b-ad0a-204f6185bfdb","Strix_nebulosa",31.89905231,1852,"vertebrates",1078.75,0.104733009708738,27,15.817,3
"214","4f65838e-75d1-44a1-b569-0a495b61f793","Zonotrichia_querula",23.69162282,202,"omnivore",35.55,0.00345145631067961,11.7,11.7,2
"215","65dc9a98-b34e-4f82-8d78-a09b73b8dccf","Plectrophenax_nivalis",39.31767243,1013,"seeds",40.33333333,0.00391585760485437,9.6,8.8,1
"216","3e7578ee-013d-4365-a46c-1fc45c2579fd","Lophodytes_cucullatus",50.92564761,741,"omnivore",615.25,0.0597330097087379,12.875,11.275,2
"217","c0fad277-93f3-4b0b-ac05-a6d641ded3be","Cinclus_mexicanus",26.52097699,558,"invertebrates",55.9,0.00542718446601942,7.25,5.1,3
"218","54e0b665-6d99-49ae-977c-632ef50f0406","Salpinctes_obsoletus",17.30108297,560,"invertebrates",16.5,0.00160194174757282,NA,NA,3
"219","5144b512-2557-4041-b235-1bc17b3784a7","Rallus_limicola",29.03649008,671,"omnivore",84.1,0.00816504854368932,NA,NA,2
"220","80b3b198-3db0-4352-b4e2-8b069e35a4da","Polioptila_caerulea",19.08536544,738,"invertebrates",6.125,0.000594660194174757,4.2,4.2,3
"221",NA,"Picoides_dorsalis",28.70280734,2459,"invertebrates",65.65,0.00637378640776699,11.25,8.75,3
"222",NA,"Pica_hudsonia",21.68592065,2895,"omnivore",213.375,0.0207160194174757,21.7,10.49166667,2
"223","b1edd8d4-83f1-4418-8296-90c22b3c5562","Melanerpes_lewis",31.37686478,297,"invertebrates",113,0.0109708737864078,NA,NA,3
"224","f415d988-9119-4dad-b527-fa3a378cea1c","Icteria_virens",21.27653453,905,"invertebrates",25.3,0.00245631067961165,8.916666667,8.9,3
"225","ddd3d03d-9656-4bd5-810f-5f10f6b54782","Empidonax_traillii",23.53870386,689,"invertebrates",13.25,0.00128640776699029,11,7,3
"226","6c23ed1e-4568-48c9-add3-67f0492404a0","Empidonax_difficilis",21.7872374,125,"invertebrates",10.85,0.00105339805825243,6.916666667,6,3
"227","6e71aaf8-bd43-4b56-8de1-484401f53949","Empidonax_alnorum",20.31942093,720,"invertebrates",13.2,0.00128155339805825,9.083333333,7.2,3
"228","c39dde12-bdfc-4ba2-aff3-b5b3ececa8e5","Aquila_chrysaetos",36.97446098,4098,"vertebrates",4383,0.425533980582524,48,32,3
"229","d6cdcbfa-9441-4eb6-bde0-39cef6e2a119","Accipiter_striatus",32.52265538,1286,"vertebrates",138.5,0.0134466019417476,19.9,12.58333333,3
"230","d36b36db-4931-488a-9131-914f03d4bb8a","Accipiter_gentilis",36.49091967,3029,"vertebrates",988.75,0.095995145631068,22,17.70833333,3
"231","374913bb-678e-400d-a998-e8b4039f7101","Accipiter_cooperii",32.25656531,867,"vertebrates",452,0.0438834951456311,20.33333333,12,3
"232","13946d70-03fb-4a1f-938d-e3255e1c586c","Vireo_solitarius",29.7474022,754,"invertebrates",15.55833333,0.00151051779902913,7.417,7.416666667,3
"233","9c9c3523-1f95-4de1-b38f-9041cf4abdbe","Vermivora_chrysoptera",25.85828895,436,"invertebrates",8.9,0.000864077669902913,7.916666667,7.9,3
"234","36e9e1be-6cdd-4b85-a3ce-c30a7edcb912","Tyrannus_tyrannus",33.9370985,876,"invertebrates",40.125,0.00389563106796117,11.1,9.916666667,3
"235","b0a096ce-e3fc-4b48-b63b-8133fe6ab0ec","Turdus_migratorius",30.81546118,1648,"omnivore",78.78333333,0.00764886731359223,17,13.91666667,2
"236","e2de8e31-3a14-4b19-9035-c5570414f3eb","Toxostoma_rufum",13.8886348,584,"invertebrates",68.65,0.00666504854368932,12.834,12.8,3
"237","41b7e7b2-2205-436f-9654-806f95554a2b","Strix_varia",29.56429857,666,"vertebrates",716.5,0.0695631067961165,24,18.2,3
"238","fe1fb95a-ba4e-4653-8dcd-ece78a665dfc","Spizella_passerina",24.23119088,1313,"omnivore",12.3,0.00119417475728155,11.8,9.8,2
"239","6bd28c98-65c0-4d4b-82e0-ac35c5f96da9","Setophaga_ruticilla",24.02643017,1230,"invertebrates",8.35,0.000810679611650485,10.1,10,3
"240","1bbf7f66-d921-4bae-b60e-0ba8adcdf236","Scolopax_minor",30.63128154,453,"invertebrates",196.25,0.0190533980582524,20.9,10.31666667,3
"241","88b66709-e41d-4910-bfaf-c45c93f34453","Sayornis_phoebe",20.64178422,667,"invertebrates",19.7,0.0019126213592233,10.33333333,9.1,3
"242","5be509a5-d839-4169-bcc9-6d6d45c8b063","Regulus_satrapa",23.55921577,771,"invertebrates",6.103333333,0.000592556634271845,6.333333333,5.316666667,3
"243","6616f29f-2129-4ff5-8151-0481817e676c","Pipilo_erythrophthalmus",13.55637346,363,"omnivore",40.3,0.0039126213592233,12.3,11.81666667,2
"244","e341c077-964b-47e6-bcb2-947e0e05f60c","Picoides_arcticus",25.14941756,730,"invertebrates",72,0.00699029126213592,4.916666667,4.916666667,3
"245","0dcded5c-dedd-4372-8b4d-a48e39b4f21d","Perisoreus_canadensis",18.75920105,826,"omnivore",71.1,0.00690291262135922,19.2,17.16666667,2
"246","ed492331-cde5-43d2-b101-00252f4b25e7","Poecile_hudsonicus",18.42676783,723,"invertebrates",9.8,0.000951456310679612,7,5.016666667,3
"247","f2faa950-4184-4056-8cb0-b506d319e2ef","Myiarchus_crinitus",21.38870094,517,"invertebrates",33.275,0.00323058252427184,14.91666667,13.9,3
"248","3e4ebbee-ff1a-4537-be1d-43252010a29b","Mniotilta_varia",25.50560546,978,"invertebrates",10.9,0.00105825242718447,12.25,11.3,3
"249","09243946-9d23-4081-93a3-f2ca70c025a3","Icterus_galbula",27.35522638,478,"invertebrates",33.9,0.00329126213592233,14,11.6,3
"250","d707d138-66b7-40d2-b529-edb4c912a0b9","Petrochelidon_pyrrhonota",47.58715872,1172,"invertebrates",22.4,0.0021747572815534,11.83333333,11,3
"251","9c62a516-3201-4ce6-b44c-3063954d6964","Falco_sparverius",43.67634239,2438,"omnivore",115.5,0.0112135922330097,17,14,2
"252","2b58611e-848e-4449-9100-7fb65fc5560f","Empidonax_oberholseri",18.70949329,289,"invertebrates",10.4,0.00100970873786408,9,8.2,3
"253","bf5c7805-5a2a-4e90-93b3-b55467507e4f","Empidonax_hammondii",23.14488742,311,"invertebrates",10.39166667,0.00100889967669903,7,7,3
"254","ec05c729-a80d-4e19-a6bd-0293e0653fc7","Dumetella_carolinensis",18.65310132,695,"invertebrates",35.35,0.00343203883495146,17.91666667,10.91666667,3
"255","378a99ec-6e08-43f7-bdf8-1c2ea1141a92","Dendragapus_obscurus",39.4410669,206,"plants",1059,0.102815533980583,14,12.5,1
"256","add4876a-a903-4b0c-a64c-fc99efd11417","Cypseloides_niger",72.9649251,364,"invertebrates",42.45,0.00412135922330097,16.1,6,3
"257","61be209f-659d-439d-8313-90e20fc1ef31","Cyanocitta_cristata",16.85516594,693,"omnivore",85.25,0.00827669902912621,26.2,18.3,2
"258","75cd4b73-61d2-4c12-ad75-aca5612383ea","Corvus_corax",33.33172662,5089,"omnivore",1097,0.106504854368932,69,21.8335,2
"259","861f94c2-5ce3-49aa-8797-6443f5228d00","Patagioenas_fasciata",36.2347931,508,"seeds",352.5,0.0342233009708738,29.2,18.5,1
"260","4270e972-e018-4849-bd7e-e8548ca569bb","Coccyzus_erythropthalmus",40.74626732,891,"invertebrates",49.57333333,0.00481294498349515,5,5,3
"261","37222cb4-79dd-43f4-89d5-eb70bcd9b912","Chordeiles_minor",60.73625829,1505,"invertebrates",79.3,0.00769902912621359,10,9,3
"262","bc23fba3-bce2-411d-9611-9ce819c6e07d","Chaetura_pelagica",70.32475678,675,"invertebrates",23.5,0.00228155339805825,15,14,3
"263","75c10026-7cc8-4357-ba81-11ec78fefc00","Catharus_minimus",30.39605546,539,"invertebrates",31.6,0.00306796116504854,7.34,7.316666667,3
"264","878cb5dd-35be-477b-a449-671a53da6499","Buteo_regalis",41.30660274,286,"vertebrates",1469.5,0.142669902912621,23.7,20,3
"265","640d68ef-5e3d-4cdc-8fd9-5ca3f4e292e8","Bubo_virginianus",30.36604314,2257,"vertebrates",1377.25,0.13371359223301,29,21.3,3
"266","a867c87f-00a2-478a-98fb-0068b8f698e9","Ammodramus_savannarum",21.07267329,612,"invertebrates",17.9,0.0017378640776699,9.083333333,5.1,3
"267","40996938-5c83-40e0-961f-2a83babddb9f","Phalaenoptilus_nuttallii",42.78489327,536,"invertebrates",48.925,0.00475,3,3,3
"268","c6ae92bb-3868-4175-8dd8-d7ed09dd5e74","Larus_californicus",58.42176773,565,"omnivore",670.25,0.0650728155339806,30,28,2
"269","59a719ee-34a6-4c15-91ef-85a695520343","Phalacrocorax_auritus",40.73005708,1036,"vertebrates",1876.5,0.182184466019417,22.5,17.8,3
"270","04e3e0dc-a6fe-44d3-9ffb-04075f73721d","Larus_marinus",52.20025778,471,"omnivore",1658.5,0.161019417475728,29.16666667,25.74983333,2
"271","06e0e509-1c70-441e-9dfd-e0650d133bb1","Podiceps_nigricollis",44.02058499,1666,"invertebrates",380,0.0368932038834952,13.08333333,10.29166667,3
"272","4049e590-512a-483b-a935-e583156aa12b","Pelecanus_erythrorhynchos",44.89820355,658,"vertebrates",6129.5,0.595097087378641,54,31.5,3
"273","2444321c-2c45-4c98-ae0f-9fb020645197","Oxyura_jamaicensis",41.85244697,1088,"invertebrates",550,0.0533980582524272,13.6,13.6,3
"274","c7d9526c-d0b0-49cf-a637-fe50cfd27c0d","Nycticorax_nycticorax",33.03518541,3975,"vertebrates",800,0.0776699029126214,21.1,21.08333333,3
"275","9d7d042f-c6b3-4913-a60a-2e80d6fcf0dd","Mergus_merganser",44.13189757,2496,"vertebrates",1462.5,0.141990291262136,14.83333333,13.8,3
"276","c752ab1f-6415-4ead-905d-80411fc33953","Haliaeetus_leucocephalus",41.38358163,977,"vertebrates",4740,0.460194174757282,48,32.96666667,3
"277","ad180223-b2ae-4ba8-b07e-0fa5f5cea028","Fulica_americana",39.66697707,1182,"omnivore",620.5,0.0602427184466019,22.33333333,22.3,2
"278","7f0c0dfa-1a5c-4576-bc9d-1f69da3f87e2","Chlidonias_niger",62.14386646,2475,"invertebrates",63,0.00611650485436893,21,17.2,3
"279","84df64dd-1c6e-4351-b20c-eaf9ad7de995","Megaceryle_alcyon",33.59666673,1446,"vertebrates",152.1666667,0.0147734627864078,NA,NA,3
"280","291a3eb1-5893-4a83-9171-82fa54d1a2f4","Bucephala_clangula",52.23046928,2451,"invertebrates",895.93,0.0869834951456311,18.41666667,16.91666667,3
"281","ac662376-4540-4251-b876-8dca599144bc","Bucephala_albeola",47.40970969,882,"invertebrates",400,0.0388349514563107,18.7,14.9,3
"282","b8d611ff-6b7a-4a04-8700-d3998cc17d0e","Botaurus_lentiginosus",32.02261928,1109,"vertebrates",706,0.0685436893203884,8.333333333,8.3,3
"283","985d3547-94ad-46b6-8b22-a934cc98f0c4","Ardea_herodias",36.60308177,1325,"vertebrates",2388.666667,0.231909385145631,24.5,23.3,3
"284","fd825d48-0dd8-49e3-b037-d053d78d9216","Clangula_hyemalis",50.79857306,1369,"invertebrates",814,0.0790291262135922,22.7,15.6,3
"285","b5d30759-3522-4d08-a975-aca2fb877ee6","Plegadis_chihi",38.62146521,877,"invertebrates",583.75,0.0566747572815534,20.4,14.5,3
"286","6acdacba-223d-4e0d-9a37-f502146e872a","Somateria_mollissima",45.48272147,880,"invertebrates",2092,0.203106796116505,37.8,23,3
"287","907be941-a7a9-44d5-b746-efcfd1a50071","Phalaropus_lobatus",49.33540425,1606,"invertebrates",35,0.00339805825242718,9.917,7.45,3
"288",NA,"Melanitta_fusca",49.772257,NA,NA,NA,NA,NA,NA,NA
"289","69edb24d-5555-47a3-aff1-22873a8a44e1","Histrionicus_histrionicus",50.04163378,810,"invertebrates",655.625,0.0636529126213592,14.6,14.58333333,3
"290","a04afd25-742e-4306-9804-3e0cbb17c4f0","Colinus_virginianus",27.66923741,425,"seeds",173.3333333,0.016828478961165,6.416666667,6.4,1
"291","efed3cc4-6617-484f-94ce-06112b359c60","Aeronautes_saxatalis",69.84621727,400,"invertebrates",31.95,0.00310194174757282,10,7.85,3
"292","2a65f348-f8dd-44ae-91a9-1e2256a449b3","Coturnicops_noveboracensis",25.97179324,384,"invertebrates",60.9,0.0059126213592233,NA,NA,3
"293","9ed33462-9b11-45e6-9779-b04e4aacb364","Sterna_paradisaea",69.62170424,1850,"vertebrates",110,0.0106796116504854,34,34,3
"294","4caddbd6-b19f-4bf9-8027-39526e4a69ea","Sterna_forsteri",68.68518507,885,"vertebrates",150,0.0145631067961165,15.83333333,12,3
"295","9c7b3dc0-9eb7-48c8-8c15-1cca058e56bd","Aythya_marila",45.89309774,1500,"invertebrates",959,0.0931067961165049,22.1,19.375,3
"296","c1d0aa32-a5ea-4bde-867f-941f03d99fff","Bucephala_islandica",47.20667639,307,"invertebrates",978.575,0.0950072815533981,18,15.33333333,3
"297","f08c1466-e0bd-4b52-ae70-d5e770285d9a","Xema_sabini",59.3717418,379,"omnivore",195,0.0189320388349515,8.083333333,8.083333333,2
"298","74016db1-fd8c-4666-963f-3dc2909760ac","Pagophila_eburnea",60.9802263,121,"omnivore",550,0.0533980582524272,23.91666667,17,2
"299","f5bb4925-a05d-41ee-aef7-6fe750165135","Stercorarius_pomarinus",59.84260172,518,"vertebrates",694,0.067378640776699,NA,NA,3
"300","730488b0-e724-41f8-8566-7455911504dd","Stercorarius_parasiticus",59.22794234,1376,"vertebrates",450,0.0436893203883495,31.1,24.58333333,3
"301","86f095ad-5815-43a6-8f13-07a2e6a69c70","Baeolophus_bicolor",15.59651598,288,"invertebrates",21.6,0.00209708737864078,13.3,13.275,3
"302","1c879511-8f8b-4722-8ba2-35d432131d2c","Stercorarius_longicaudus",63.77772644,1337,"vertebrates",298,0.0289320388349515,22,11,3
"303","25787a9c-e03c-4902-a8c2-760a799ca199","Branta_bernicla",52.19509015,785,"plants",1347.25,0.130800970873786,28.83333333,23.8,1
"304","dc9e6a62-fafb-48ab-861d-3e5349f72f58","Lagopus_muta",46.14753282,1483,"plants",521,0.0505825242718447,6.083333333,6.083333333,1
"305","84aa2e50-b105-4bec-bbc2-8e02be2d5cf8","Megascops_kennicottii",27.10951458,395,"omnivore",180,0.0174757281553398,19,13.5,2
"306","c1aa0643-a271-4d26-bcca-2f3fc8008a0a","Megascops_asio",28.73133586,486,"invertebrates",NA,NA,NA,NA,3
"307",NA,"Himantopus_mexicanus",52.21125443,3665,"invertebrates",161,0.015631067961165,12.16666667,10.225,3
"308","f2cca512-f193-44fb-a250-c39689653417","Rhodostethia_rosea",60.15631223,98,"invertebrates",187,0.0181553398058252,NA,NA,3
"309","f697cd2c-f12c-44c4-b131-dac23fdcaf2e","Grus_americana",42.71799088,157,"vertebrates",6850,0.66504854368932,40,30,3
"310","051996de-4bb0-4544-9956-0cec1225a3ec","Brachyramphus_marmoratus",58.41904467,284,"vertebrates",222,0.0215533980582524,10,8.6,3
"311","4855361e-4263-45c4-a671-5bafcd0aab5d","Centrocercus_urophasianus",38.69109716,135,"plants",1930,0.187378640776699,7,7,1
"312","7a40cdc2-db9b-4dc4-afa9-64e4b368c9d1","Cepphus_columba",40.07977971,200,"vertebrates",487,0.0472815533980583,14,12.08333333,3
"313","b32624dc-2970-4aec-8a29-07f67180b3ef","Cerorhinca_monocerata",51.99353529,61,"vertebrates",505,0.0490291262135922,28.25,7.4,3
"314","66918ab1-d534-4d81-90c6-00635d664947","Charadrius_melodus",54.45518179,187,"invertebrates",54.40833333,0.0052823624592233,14,14,3
"315","e937d003-3d90-470a-ad01-2e3422e76dd9","Larus_hyperboreus",53.05431223,752,"vertebrates",1605.5,0.155873786407767,21.08333333,21,3
"316","a5576f10-7d47-48a4-abad-14dba3bbdca5","Phalaropus_fulicarius",50.04677755,882,"invertebrates",55.9,0.00542718446601942,6.083333333,6.083333333,3
"317","98835eab-aed4-4475-902e-bcf434fdb9f8","Somateria_spectabilis",48.91532665,618,"invertebrates",1650,0.160194174757282,18.91666667,18.9,3
"318","54f192d9-8251-426a-8401-bc1ac85d7fa7","Gavia_pacifica",47.8343724,489,"vertebrates",2665,0.25873786407767,28,28,3
"319","6fdb222e-d59d-4508-b973-331aa294b94e","Larus_glaucescens",53.0749167,153,"vertebrates",1010,0.0980582524271845,32,28.375,3
"320","42c7411d-a4a5-4768-9d63-325daf1e4be3","Oceanodroma_furcata",60.7805424,129,"invertebrates",57.1,0.00554368932038835,30,11.5,3
"321","0c0e5818-456f-4cb2-8f8b-c83b1bbf3862","Phalacrocorax_penicillatus",37.16341308,45,"vertebrates",2252,0.218640776699029,18,9.416666667,3
"322","f4c3949e-a729-4d2b-9373-28447f05f213","Poecile_atricapillus",19.60140947,875,"invertebrates",10.8,0.00104854368932039,12.41666667,12.4,3
"323","0b617584-1820-4a3b-b5f8-504ef1d06c82","Protonotaria_citrea",29.91979441,391,"invertebrates",14.95,0.00145145631067961,8.1,6.491666667,3
"324","18348e09-3037-4500-8613-f4f314129561","Sialia_sialis",32.76980287,656,"invertebrates",29.65,0.00287864077669903,10.5,8,3
"325","396c1042-9155-43b5-a7e3-8f5b9edf1d08","Sterna_hirundo",67.25783358,4122,"vertebrates",124,0.0120388349514563,33,33,3
"326","b5f60381-78ef-45da-aa29-051c06b4d00d","Tachycineta_bicolor",54.34045018,1120,"invertebrates",20.8,0.00201941747572816,12.1,11,3
"327","9cba874f-5182-4e18-ae2a-4d35fc0ba2da","Troglodytes_aedon",13.69709037,2475,"invertebrates",11,0.00106796116504854,9,7.1,3
"328","4afc52f5-0eeb-4478-9b3e-3c0b32bc9915","Uria_aalge",57.50631211,241,"vertebrates",991.5,0.0962621359223301,42.83333333,29.58333333,3
