"","binomial","hwi","diet","mean_adult_body_mass_g","mean_max_longevity_y","mean_longevity_y"
"2068","Ptilinopus_melanospilus",26.28759968,"fruit",92,NA,NA
"2069","Ptilinopus_nainus",26.30466142,"fruit",47,NA,NA
"2070","Ptilinopus_arcanus",25.3,"fruit",NA,NA,NA
"2071","Ptilinopus_victor",25.52526758,"fruit",NA,NA,NA
"2072","Ptilinopus_luteovirens",22.41319561,"fruit",NA,NA,NA
"2073","Ptilinopus_layardi",19.90345114,"fruit",NA,NA,NA
"2074","Drepanoptila_holosericea",20.47788394,"fruit",215,NA,NA
"2075","Alectroenas_madagascariensis",33.62073824,"fruit",167.25,NA,NA
"2076","Alectroenas_sganzini",30.6811694,"fruit",158.5,NA,NA
"2077","Alectroenas_pulcherrima",25.24800756,"fruit",165,NA,NA
"2078","Ducula_poliocephala",29.82701131,"fruit",560.5,NA,NA
"2079","Ducula_forsteni",28.80224579,"fruit",510,NA,NA
"2080","Ducula_mindorensis",27.59384453,"fruit",NA,NA,NA
"2081","Ducula_radiata",32.5621079,"fruit",295,NA,NA
"2082","Ducula_carola",36.44142151,"fruit",289,NA,NA
"2083","Ducula_aenea",30.76365616,"fruit",587,NA,NA
"2084","Ducula_nicobarica",31.89147638,NA,587,NA,NA
"2085","Ducula_perspicillata",32.96533995,"fruit",671,NA,NA
"2086","Ducula_neglecta",32.5732979,NA,671,NA,NA
"2087","Ducula_concinna",32.01120488,"fruit",812.5,NA,NA
"2088","Ducula_pacifica",32.46713767,"fruit",395,NA,NA
"2089","Ducula_oceanica",26.44612721,"fruit",373,NA,NA
"2090","Ducula_aurorae",31.33907336,"fruit",NA,NA,NA
"2091","Ducula_galeata",32.75162944,"fruit",NA,NA,NA
"2092","Ducula_rubricera",33.04893444,"fruit",657.25,NA,NA
"2093","Ducula_myristicivora",32.48479821,"fruit",577.5,NA,NA
"2094","Ducula_rufigaster",26.83049277,"fruit",436,NA,NA
"2095","Ducula_basilica",28.76530483,"fruit",436,NA,NA
"2096","Ducula_finschii",29.66376376,"fruit",346,NA,NA
"2097","Ducula_chalconota",26.03706023,"fruit",501.75,NA,NA
"2098","Ducula_pistrinaria",29.32303193,"fruit",513,NA,NA
"2099","Ducula_rosacea",32.6673276,"fruit",386.5,NA,NA
"2100","Ducula_whartoni",28.73759015,"fruit",547.675,NA,NA
"2101","Ducula_pickeringii",31.49680668,"fruit",NA,NA,NA
"2102","Ducula_latrans",29.03540883,"fruit",NA,NA,NA
"2103","Ducula_brenchleyi",37.19543224,"fruit",380,NA,NA
"2104","Ducula_bakeri",26.86635945,"fruit",394,NA,NA
"2105","Ducula_goliath",28.54356323,"fruit",600,NA,NA
"2106","Ducula_pinon",29.74318689,"fruit",756,NA,NA
"2107","Ducula_melanochroa",31.28630705,"fruit",665,NA,NA
"2108","Ducula_mullerii",27.07128436,"fruit",610,NA,NA
"2109","Ducula_zoeae",25.97033446,"fruit",568,NA,NA
"2110","Ducula_badia",28.53551482,"fruit",490.5,NA,NA
"2111","Ducula_lacernulata",25.80571158,"fruit",NA,NA,NA
"2112","Ducula_cineracea",27.78002495,"fruit",NA,NA,NA
"2113","Ducula_bicolor",36.64222403,"fruit",458.338888866667,NA,NA
"2114","Ducula_luctuosa",30.96615943,"fruit",NA,NA,NA
"2115","Ducula_spilorrhoa",33.02819644,"fruit",NA,NA,NA
"2116","Ducula_subflavescens",38.84960349,"fruit",NA,NA,NA
"2117","Lopholaimus_antarcticus",38.01889819,"fruit",497,NA,NA
"2118","Hemiphaga_novaeseelandiae",32.53990325,"fruit",652.5,NA,NA
"2119","Hemiphaga_chathamensis",30.83145341,NA,652.5,NA,NA
"2120","Cryptophaps_poecilorrhoa",28.37190646,"fruit",NA,NA,NA
"2121","Gymnophaps_albertisii",37.49204864,"fruit",259,NA,NA
"2122","Gymnophaps_mada",32.78330689,"fruit",334,NA,NA
"2123","Gymnophaps_stalkeri",33.26732673,NA,334,NA,NA
"2124","Gymnophaps_solomonensis",34.43093301,"fruit",341.25,NA,NA
"2125","Nestor_notabilis",34.48747281,"plants",867.5,47,14.4
"2126","Nestor_meridionalis",35.43710011,"omnivore",429,NA,NA
"2127","Strigops_habroptila",19.89942529,"plants",1750,60,60
"2128","Probosciger_aterrimus",28.92773083,"omnivore",841,100,56.3
"2129","Calyptorhynchus_banksii",44.85819211,"omnivore",723.6833334,45.4,37.35
"2130","Calyptorhynchus_lathami",45.78391511,"seeds",431.975,NA,NA
"2131","Calyptorhynchus_funereus",42.65718633,"omnivore",678.5,41,41
"2132","Calyptorhynchus_latirostris",45.91756985,"seeds",622.925,NA,NA
"2133","Calyptorhynchus_baudinii",46.67902273,"seeds",631.425,47,47
"2134","Callocephalon_fimbriatum",37.59843803,"omnivore",256,27.5,27.5
"2135","Lophochroa_leadbeateri",36.08472429,"seeds",407.5,63.6,63.6
"2136","Eolophus_roseicapilla",44.83957063,"seeds",NA,NA,NA
"2137","Cacatua_tenuirostris",43.57176222,"seeds",567,43,43
"2138","Cacatua_pastinator",36.89130333,"seeds",600,26.3,26.3
"2139","Cacatua_sanguinea",37.35963108,"seeds",515,46.9,46.9
"2140","Cacatua_goffiniana",29.30632634,"seeds",275,NA,NA
"2141","Cacatua_ducorpsii",30.18019958,"omnivore",394,30.5,30.5
"2142","Cacatua_haematuropygia",34.60346801,"omnivore",283.5,NA,NA
"2143","Cacatua_sulphurea",33.79700833,"omnivore",332,49.7,49.7
"2144","Cacatua_galerita",25.86148426,"omnivore",723.5,120,57
"2145","Cacatua_ophthalmica",30.20843964,"omnivore",492,31.9,31.9
"2146","Cacatua_alba",31.63006622,"seeds",570,40,30
"2147","Cacatua_moluccensis",28.71358465,"omnivore",835,69,65.8
"2148","Nymphicus_hollandicus",50.57927623,"seeds",90,36,30
"2149","Psittrichas_fulgidus",32.24422499,"fruit",865,25,25
"2150","Loriculus_vernalis",45.63002759,"fruit",35.7,10.1,10.1
"2151","Loriculus_beryllinus",44.71553182,"omnivore",30,NA,NA
"2152","Loriculus_philippensis",38.48818981,"omnivore",34.9,10.1,10.1
"2153","Loriculus_galgulus",42.16343871,"fruit",28,14.3,14.3
"2154","Loriculus_stigmatus",41.56100113,"omnivore",NA,NA,NA
"2155","Loriculus_amabilis",40.09876543,"fruit",NA,NA,NA
"2156","Loriculus_sclateri",41.86835421,"omnivore",NA,NA,NA
"2157","Loriculus_catamene",42.48916409,"omnivore",NA,NA,NA
"2158","Loriculus_aurantiifrons",41.16379108,"nectar",14.625,NA,NA
"2159","Loriculus_tener",40.11887073,"omnivore",NA,NA,NA
"2160","Loriculus_exilis",42.37903887,"fruit",NA,NA,NA
"2161","Loriculus_pusillus",45.4295318,"fruit",NA,NA,NA
"2162","Loriculus_flosculus",40.92105263,"fruit",NA,NA,NA
"2163","Micropsitta_keiensis",36.44550493,"plants",12.05,NA,NA
"2164","Micropsitta_geelvinkiana",24.23582075,"plants",12.225,NA,NA
"2165","Micropsitta_pusio",37.951956,"plants",13.5,NA,NA
"2166","Micropsitta_meeki",34.40955694,"plants",NA,NA,NA
"2167","Micropsitta_finschii",31.66224054,"plants",15.025,NA,NA
"2168","Micropsitta_bruijnii",42.23108174,"plants",14,NA,NA
"2169","Chalcopsitta_atra",40.12122776,"nectar",227.5,17.5,17.5
"2170","Chalcopsitta_duivenbodei",40.17903621,"nectar",NA,NA,NA
"2171","Chalcopsitta_sintillata",41.42157572,"nectar",190,19.7,19.7
"2172","Chalcopsitta_cardinalis",43.72057166,"nectar",184.75,NA,NA
"2173","Eos_histrio",46.33437223,"fruit",NA,15.2,15.2
"2174","Eos_squamata",48.79628426,"omnivore",NA,16.5,16.5
"2175","Eos_rubra",46.36774657,"nectar",NA,NA,NA
"2176","Eos_reticulata",49.50052609,"omnivore",NA,16.6,16.6
"2177","Eos_cyanogenia",47.47273463,"nectar",167,18.1,18.1
"2178","Eos_semilarvata",47.49695294,"nectar",95,NA,NA
"2179","Pseudeos_fuscata",51.16462242,"nectar",149,13.4,13.4
"2180","Trichoglossus_ornatus",47.41476587,"nectar",NA,19.4,19.4
"2181","Trichoglossus_forsteni",24.84720788,NA,119.55,16.1,16.1
"2182","Trichoglossus_weberi",47.42083784,NA,119.55,16.1,16.1
"2183","Trichoglossus_capistratus",47.5745017,NA,119.55,16.1,16.1
"2184","Trichoglossus_haematodus",49.70672903,"omnivore",119.55,16.1,16.1
"2185","Trichoglossus_rosenbergii",48.08121538,NA,NA,NA,NA
"2186","Trichoglossus_moluccanus",45.92489382,NA,NA,NA,NA
"2187","Trichoglossus_rubritorquis",49.63534677,NA,119.55,16.1,16.1
"2188","Trichoglossus_euteles",49.73553341,"nectar",73.7,16,16
"2189","Trichoglossus_flavoviridis",50.5128776,"plants",NA,NA,NA
"2190","Trichoglossus_johnstoniae",43.31623645,"nectar",55.2,17.8,17.8
"2191","Trichoglossus_rubiginosus",42.82155863,"nectar",NA,NA,NA
"2192","Trichoglossus_chlorolepidotus",50.66344414,"nectar",87,NA,NA
"2193","Psitteuteles_versicolor",51.85211696,"nectar",53.5,NA,NA
"2194","Psitteuteles_iris",45.34481451,"nectar",NA,24.1,24.1
"2195","Psitteuteles_goldiei",53.29760992,"nectar",58.7,NA,NA
"2196","Lorius_garrulus",41.51152963,"nectar",143,26.6,26.6
"2197","Lorius_domicella",40.2176741,"nectar",182,26,26
"2198","Lorius_lory",39.4375477,"nectar",177,18.5,18.5
"2199","Lorius_hypoinochrous",42.88234215,"nectar",187,NA,NA
"2200","Lorius_albidinucha",42.28187919,"nectar",132.5,NA,NA
"2201","Lorius_chlorocercus",43.24898436,"omnivore",175.25,NA,NA
"2202","Phigys_solitarius",49.00059069,"nectar",76.6,NA,NA
"2203","Vini_australis",50.35001511,"nectar",NA,13.6,13.6
"2204","Vini_kuhlii",46.79981431,"plants",NA,NA,NA
"2205","Vini_stepheni",44.51286348,"nectar",50.75,NA,NA
"2206","Vini_peruviana",46.35287179,"nectar",29,18.4,18.4
"2207","Vini_ultramarina",43.57047052,"plants",NA,NA,NA
"2208","Glossopsitta_concinna",53.36929851,"omnivore",70.8,11.5,11.5
"2209","Glossopsitta_pusilla",54.69153226,"omnivore",40.225,NA,NA
"2210","Glossopsitta_porphyrocephala",54.21447409,"nectar",44.5,12,12
"2211","Charmosyna_palmarum",47.62094631,"nectar",NA,NA,NA
"2212","Charmosyna_rubrigularis",49.25841038,"omnivore",36.75,NA,NA
"2213","Charmosyna_meeki",45.52861182,"omnivore",23.525,NA,NA
"2214","Charmosyna_toxopei",46.61680092,"nectar",NA,NA,NA
"2215","Charmosyna_multistriata",51.93188357,"omnivore",NA,NA,NA
"2216","Charmosyna_wilhelminae",48.6514952,"nectar",NA,NA,NA
"2217","Charmosyna_diadema",40.86021505,"nectar",NA,NA,NA
"2218","Charmosyna_rubronotata",45.68627182,"nectar",NA,NA,NA
"2219","Charmosyna_placentis",47.08758549,"omnivore",33.6,NA,NA
"2220","Charmosyna_amabilis",48.17548073,"nectar",NA,NA,NA
"2221","Charmosyna_margarethae",48.44552708,"nectar",48.95,NA,NA
"2222","Charmosyna_pulchella",48.02760393,"nectar",34.375,NA,NA
"2223","Charmosyna_josefinae",48.75346887,"nectar",74,NA,NA
"2224","Charmosyna_papou",45.83303553,"omnivore",83,11.3,11.3
"2225","Oreopsittacus_arfaki",45.70027973,"omnivore",20.175,NA,NA
"2226","Neopsittacus_musschenbroekii",44.8823139,"fruit",53.2,NA,NA
"2227","Neopsittacus_pullicauda",42.88873389,"nectar",34.225,NA,NA
"2228","Prosopeia_splendens",32.46259266,"fruit",237.25,20.1,20.1
"2229","Prosopeia_personata",29.75671037,"omnivore",NA,11.8,11.8
"2230","Prosopeia_tabuensis",28.33514351,"fruit",237.25,NA,NA
"2231","Eunymphicus_cornutus",40.03835431,"omnivore",130,19.7,19.7
"2232","Eunymphicus_uvaeensis",38.14775405,"omnivore",NA,NA,NA
"2233","Cyanoramphus_saisseti",38.37720674,"omnivore",85.35,12.4,12.4
"2234","Cyanoramphus_cookii",36.54724048,"omnivore",85.35,12.4,12.4
"2235","Cyanoramphus_unicolor",38.03652249,"plants",150.1,NA,NA
"2236","Cyanoramphus_auriceps",36.09899888,"seeds",45.975,9.3,9.3
"2237","Cyanoramphus_forbesi",32.33333333,"invertebrates",45.975,9.3,9.3
"2238","Cyanoramphus_malherbi",35.30266035,"omnivore",46.35,NA,NA
"2239","Cyanoramphus_novaezelandiae",39.98606567,"omnivore",85.35,12.4,12.4
"2240","Cyanoramphus_hochstetteri",37.38104324,NA,82.1,12.4,12.4
"2241","Purpureicephalus_spurius",40.64007781,"seeds",115.625,15.3,15.3
"2242","Barnardius_zonarius",41.22711433,"fruit",129.925,17.9,14.075
"2243","Platycercus_caledonicus",42.75833342,"omnivore",130.175,NA,NA
"2244","Platycercus_elegans",42.68408535,"omnivore",129.75,26.8,26.8
"2245","Platycercus_adscitus",39.85150386,"omnivore",116.45,NA,NA
"2246","Platycercus_eximius",42.19636628,"omnivore",104,27.4,27.4
"2247","Platycercus_venustus",39.36179927,"seeds",89.5,19.1,19.1
"2248","Platycercus_icterotis",42.8978612,"seeds",62.25,31.6,13.2
"2249","Northiella_haematogaster",34.61049897,"omnivore",85.75,15.3,15.3
"2250","Psephotus_haematonotus",44.46388086,"seeds",61.4,12.2,12.2
"2251","Psephotus_varius",42.05945804,"seeds",61.15,11.8,11.8
"2252","Psephotus_dissimilis",39.31982102,"seeds",46.8,18,18
"2253","Psephotus_chrysopterygius",43.30837206,"seeds",44.425,NA,NA
"2254","Neopsephotus_bourkii",47.82486175,"seeds",44.5625,12.6,12.6
"2255","Neophema_chrysostoma",42.64499495,"seeds",46.1,21,21
"2256","Neophema_elegans",43.76235343,"seeds",44.3,NA,NA
"2257","Neophema_petrophila",45.09714249,"seeds",52.6,NA,NA
"2258","Neophema_chrysogaster",43.93065826,"seeds",45.9,NA,NA
"2259","Neophema_pulchella",46.55730846,"omnivore",41.4,21,21
"2260","Neophema_splendida",44.73698745,"seeds",38.6,14,14
"2261","Lathamus_discolor",52.93977195,"nectar",64.675,NA,NA
"2262","Melopsittacus_undulatus",50.82055221,"seeds",29.05,21,21
"2263","Pezoporus_wallicus",42.50850379,"seeds",75.7,NA,NA
"2264","Pezoporus_occidentalis",46.78888577,"seeds",NA,NA,NA
"2265","Psittacella_brehmii",29.6882427,"omnivore",104.875,NA,NA
"2266","Psittacella_picta",31.79235482,"omnivore",62.6,NA,NA
"2267","Psittacella_modesta",30.54266065,"omnivore",44.7,NA,NA
"2268","Psittacella_madaraszi",31.8878249,"omnivore",42.2,NA,NA
"2269","Psittinus_cyanurus",48.12571099,"omnivore",NA,NA,NA
"2270","Geoffroyus_geoffroyi",39.97321336,"omnivore",152.45,NA,NA
"2271","Geoffroyus_simplex",53.51683045,"seeds",161,NA,NA
"2272","Geoffroyus_heteroclitus",43.40581272,"fruit",168.5,NA,NA
"2273","Prioniturus_montanus",40.48096646,"fruit",131.75,NA,NA
"2274","Prioniturus_waterstradti",42.63666284,"fruit",NA,NA,NA
"2275","Prioniturus_platenae",47.94431761,"fruit",137.5,NA,NA
"2276","Prioniturus_luconensis",42.27630391,"fruit",108.575,NA,NA
"2277","Prioniturus_discurus",39.7774219,"fruit",147,NA,NA
"2278","Prioniturus_verticalis",40.85445094,"fruit",NA,NA,NA
"2279","Prioniturus_flavicans",35.1916802,"fruit",NA,NA,NA
"2280","Prioniturus_platurus",41.31943481,"fruit",66.3,NA,NA
"2281","Prioniturus_mada",39.74666441,"fruit",NA,NA,NA
"2282","Tanygnathus_megalorynchos",46.5362128,"fruit",325,23,23
"2283","Tanygnathus_lucionensis",44.20874202,"fruit",215,NA,NA
"2284","Tanygnathus_sumatranus",40.23797529,"fruit",259.5,14.4,14.4
"2285","Tanygnathus_gramineus",42.80155642,"fruit",NA,NA,NA
"2286","Eclectus_roratus",34.6963934,"omnivore",434,28.5,28.5
"2287","Alisterus_amboinensis",39.66700568,"omnivore",153.5,NA,NA
"2288","Alisterus_chloropterus",40.51553974,"omnivore",156,NA,NA
"2289","Alisterus_scapularis",46.77554469,"omnivore",232.5,26.6,26.6
"2290","Aprosmictus_jonquillaceus",38.50815988,"omnivore",119,NA,NA
"2291","Aprosmictus_erythropterus",45.49505744,"omnivore",136,24.4,24.4
"2292","Polytelis_swainsonii",51.61618433,"seeds",153,24.2,15.1
"2293","Polytelis_anthopeplus",52.28365303,"omnivore",170,27.5,13.8
"2294","Polytelis_alexandrae",54.57076709,"seeds",104.15,23.9,23.9
"2295","Psittacula_eupatria",53.10717144,"omnivore",239,30,30
"2296","Psittacula_krameri",47.72960483,"fruit",127.25,34,34
"2297","Psittacula_echo",41.21333557,"fruit",NA,NA,NA
"2298","Psittacula_himalayana",47.6475879,"omnivore",NA,NA,NA
"2299","Psittacula_finschii",53.06321175,"omnivore",89.6,NA,NA
"2300","Psittacula_cyanocephala",50.43591699,"fruit",66,18.8,18.8
"2301","Psittacula_roseata",50.744523,"fruit",66,18.8,18.8
"2302","Psittacula_columboides",46.59881239,"omnivore",85.5,NA,NA
"2303","Psittacula_calthropae",44.6457051,"fruit",NA,NA,NA
"2304","Psittacula_derbiana",49.78966391,"seeds",251,NA,NA
"2305","Psittacula_alexandri",51.80110405,"omnivore",148.75,23.3,23.3
"2306","Psittacula_caniceps",43.13659089,"fruit",NA,NA,NA
"2307","Psittacula_longicauda",47.07233305,"omnivore",108.4,NA,NA
"2308","Agapornis_canus",45.22363597,"omnivore",29.8,NA,NA
"2309","Agapornis_pullarius",38.03554708,"seeds",39.5,18,18
"2310","Agapornis_taranta",38.58146054,"omnivore",57.5,14.6,14.6
"2311","Agapornis_swindernianus",41.25984535,"seeds",40,NA,NA
"2312","Agapornis_roseicollis",40.68597871,"seeds",54.25,NA,NA
"2313","Agapornis_fischeri",40.3243338,"seeds",48.3,12.6,12.6
"2314","Agapornis_personatus",41.30534289,"seeds",52.5,NA,NA
"2315","Agapornis_lilianae",37.03082704,"seeds",37.3,19.2,19.2
"2316","Agapornis_nigrigenis",42.48902286,"seeds",40.45,NA,NA
"2317","Coracopsis_vasa",38.79719994,"fruit",525,53.9,53.9
"2318","Coracopsis_nigra",39.30833676,"fruit",193.5,34.1,34.1
"2319","Psittacus_erithacus",41.73519183,"omnivore",333,73,49.7
"2320","Poicephalus_fuscicollis",41.89837898,NA,NA,NA,NA
"2321","Poicephalus_robustus",39.81186303,"omnivore",320,29.7,29.7
"2322","Poicephalus_gulielmi",43.63358,"omnivore",275,21,21
"2323","Poicephalus_meyeri",40.31289432,"omnivore",116.75,34.2,34.2
"2324","Poicephalus_rueppellii",39.5160465,"omnivore",116.75,34.3,34.3
"2325","Poicephalus_cryptoxanthus",43.82377392,"omnivore",139.5,32.1,32.1
"2326","Poicephalus_crassus",42.65602582,"seeds",139.5,32.1,32.1
"2327","Poicephalus_rufiventris",38.4259388,"omnivore",120,33.4,33.4
"2328","Poicephalus_senegalus",40.75914619,"omnivore",147,40,40
"2329","Poicephalus_flavifrons",40.26545504,"omnivore",174,NA,NA
"2330","Anodorhynchus_hyacinthinus",30.91683163,"fruit",1360.77,38.8,38.8
"2331","Anodorhynchus_leari",30.68024868,"fruit",940,38.3,38.3
"2332","Cyanopsitta_spixii",37.38825201,"omnivore",200,27,27
"2333","Ara_ararauna",25.38201997,"omnivore",1125,43,43
"2334","Ara_glaucogularis",33.13660394,"fruit",784,22,22
"2335","Ara_militaris",40.77141366,"fruit",1134,46,46
"2336","Ara_ambiguus",39.16357532,"seeds",1292.815,29,29
"2337","Ara_macao",31.3659923,"omnivore",1015,64,48.5
"2338","Ara_chloropterus",43.20693191,"omnivore",1217,50.1,50.1
"2339","Ara_rubrogenys",37.92885509,"seeds",468,23,23
"2340","Ara_severus",33.60593391,"seeds",347,28.5,28.5
"2341","Orthopsittaca_manilata",39.28232509,"fruit",372,NA,NA
"2342","Primolius_couloni",43.37476242,"fruit",250.25,NA,NA
"2343","Primolius_maracana",35.39498886,"fruit",255.785,31,31
"2344","Primolius_auricollis",44.31947886,"omnivore",228.835,NA,NA
"2345","Diopsittaca_nobilis",45.46680221,"omnivore",149,22.9,22.9
"2346","Rhynchopsitta_pachyrhyncha",47.31794536,"seeds",337,33,33
"2347","Rhynchopsitta_terrisi",47.1,"seeds",436,NA,NA
"2348","Ognorhynchus_icterotis",49.33561053,"fruit",285,NA,NA
"2349","Guarouba_guarouba",36.80084366,"fruit",NA,NA,NA
"2350","Aratinga_acuticaudata",45.40634566,"fruit",NA,NA,NA
"2351","Aratinga_holochlora",47.84350837,"omnivore",NA,NA,NA
"2352","Aratinga_brevipes",39.95121115,"fruit",NA,NA,NA
"2353","Aratinga_rubritorquis",48.697963,"fruit",NA,NA,NA
"2354","Aratinga_strenua",40.51681615,NA,NA,NA,NA
"2355","Aratinga_wagleri",44.18839092,"fruit",NA,NA,NA
"2356","Aratinga_hockingi",45.23156222,NA,NA,NA,NA
"2357","Aratinga_mitrata",44.15079639,"seeds",NA,NA,NA
"2358","Aratinga_alticola",46.19126188,NA,NA,NA,NA
"2359","Aratinga_erythrogenys",41.55592065,"fruit",NA,NA,NA
"2360","Aratinga_finschi",46.48438569,"fruit",NA,NA,NA
"2361","Aratinga_leucophthalma",42.69600032,"omnivore",162.5,NA,NA
"2362","Aratinga_euops",45.82382079,"omnivore",NA,NA,NA
"2363","Aratinga_chloroptera",45.79748127,"fruit",145.5,NA,NA
"2364","Aratinga_solstitialis",41.30887195,"fruit",110.965,NA,NA
"2365","Aratinga_pintoi",40.56956855,NA,NA,NA,NA
"2366","Aratinga_jandaya",42.05457656,"fruit",89.4,NA,NA
"2367","Aratinga_auricapillus",47.96062021,"fruit",130,20.9,20.9
"2368","Aratinga_weddellii",43.01463541,"fruit",108.15,NA,NA
"2369","Aratinga_nana",44.47009987,"fruit",NA,NA,NA
"2370","Aratinga_canicularis",44.62217169,"fruit",NA,NA,NA
"2371","Aratinga_aurea",46.35407031,"omnivore",82.8,NA,NA
"2372","Aratinga_pertinax",41.23046792,"omnivore",86.375,NA,NA
"2373","Aratinga_cactorum",42.29745771,"plants",NA,NA,NA
"2374","Nandayus_nenday",46.50079295,"omnivore",128,18.7,18.2
"2375","Leptosittaca_branickii",41.5238175,"seeds",NA,NA,NA
"2376","Cyanoliseus_patagonus",49.84041978,"omnivore",273,19.5,19.5
"2377","Pyrrhura_cruentata",40.20462417,"omnivore",91.4,NA,NA
"2378","Pyrrhura_devillei",41.17919227,"omnivore",NA,NA,NA
"2379","Pyrrhura_frontalis",40.27515392,"omnivore",80.26,NA,NA
"2380","Pyrrhura_lepida",39.08530754,"fruit",84.63,14.3,14.3
"2381","Pyrrhura_perlata",27.68276569,"fruit",84.63,14.3,14.3
"2382","Pyrrhura_molinae",39.03515444,"fruit",71.5,NA,NA
"2383","Pyrrhura_picta",40.77240042,"fruit",63.05,NA,NA
"2384","Pyrrhura_amazonum",41.07426908,NA,63.05,NA,NA
"2385","Pyrrhura_lucianii",39.03515444,NA,63.05,NA,NA
"2386","Pyrrhura_roseifrons",40.36794984,NA,63.05,NA,NA
"2387","Pyrrhura_leucotis",41.39592706,"omnivore",59.4,18.5,18.5
"2388","Pyrrhura_griseipectus",39.57935171,"omnivore",56.7,18.5,18.5
"2389","Pyrrhura_pfrimeri",33.02201334,"omnivore",56.7,18.5,18.5
"2390","Pyrrhura_emma",40.13171082,NA,NA,NA,NA
"2391","Pyrrhura_viridicata",37.23238406,"fruit",NA,NA,NA
"2392","Pyrrhura_egregia",40.6203497,"fruit",67.275,NA,NA
"2393","Pyrrhura_melanura",41.35281652,"fruit",70.6,NA,NA
"2394","Pyrrhura_orcesi",38.07692308,"fruit",70.025,NA,NA
"2395","Pyrrhura_rupicola",37.82018142,"fruit",75,NA,NA
"2396","Pyrrhura_albipectus",39.46562434,"fruit",104,NA,NA
"2397","Pyrrhura_calliptera",39.21130015,"fruit",NA,NA,NA
"2398","Pyrrhura_hoematotis",42.13200297,"fruit",68.4,NA,NA
"2399","Pyrrhura_rhodocephala",38.04353105,"fruit",NA,NA,NA
"2400","Pyrrhura_hoffmanni",40.85478773,"omnivore",80.35,NA,NA
"2401","Enicognathus_ferrugineus",47.03896714,"omnivore",166.95,NA,NA
"2402","Enicognathus_leptorhynchus",48.76326875,"omnivore",271.11,19.5,19.5
"2403","Myiopsitta_monachus",44.72072226,"omnivore",108.63,22.1,19.95
"2404","Psilopsiagon_aymara",41.50191727,"omnivore",31.41,8.5,8.5
"2405","Psilopsiagon_aurifrons",43.92792665,"omnivore",33.6,NA,NA
"2406","Bolborhynchus_lineola",54.42465448,"omnivore",54.91,NA,NA
"2407","Bolborhynchus_orbygnesius",42.58548702,"omnivore",43.1,9.2,9.2
"2408","Bolborhynchus_ferrugineifrons",39.88397423,"seeds",NA,NA,NA
"2409","Forpus_cyanopygius",41.12310213,"fruit",33.4,10.5,10.5
"2410","Forpus_passerinus",38.68965878,"seeds",24,11.6,11.6
"2411","Forpus_xanthopterygius",27.83320029,"omnivore",24.5,11.6,11.6
"2412","Forpus_conspicillatus",38.40796898,"omnivore",26.1,NA,NA
"2413","Forpus_modestus",37.61994442,"seeds",27.2,NA,NA
"2414","Forpus_coelestis",34.48449977,"omnivore",27.05,10.4,10.4
"2415","Forpus_xanthops",38.93818806,"omnivore",27.05,10.5,10.45
"2416","Brotogeris_tirica",35.08375655,"omnivore",63,11,11
"2417","Brotogeris_versicolurus",39.27129049,"omnivore",69.6,37,23.65
"2418","Brotogeris_chiriri",44.80505963,"fruit",68,37,28
"2419","Brotogeris_pyrrhoptera",41.44161298,"omnivore",64,11.3,11.3
"2420","Brotogeris_jugularis",41.97163638,"omnivore",65.38,NA,NA
"2421","Brotogeris_cyanoptera",34.73751567,"fruit",65.38,NA,NA
"2422","Brotogeris_chrysoptera",38.61257116,"fruit",56.75,NA,NA
"2423","Brotogeris_sanctithomae",40.772974,"omnivore",59,13.2,13.2
"2424","Nannopsittaca_panychlora",47.40883973,"fruit",44.175,NA,NA
"2425","Nannopsittaca_dachilleae",35.4549348,"omnivore",41.75,NA,NA
"2426","Touit_batavicus",48.15681256,"omnivore",55.375,NA,NA
"2427","Touit_huetii",40.85779496,"fruit",60,NA,NA
"2428","Touit_costaricensis",43.15171566,"fruit",NA,NA,NA
"2429","Touit_dilectissimus",42.0351995,"fruit",66.3,NA,NA
"2430","Touit_purpuratus",43.58193052,"fruit",59.7,NA,NA
"2431","Touit_melanonotus",42.01807915,"fruit",NA,NA,NA
"2432","Touit_surdus",40.86462403,"fruit",NA,NA,NA
"2433","Touit_stictopterus",40.75741956,"fruit",78.025,NA,NA
"2434","Pionites_melanocephalus",34.78689884,"seeds",149,22.6,22.6
"2435","Pionites_leucogaster",32.86250586,"fruit",155,26,26
"2436","Pyrilia_haematotis",35.47075028,"omnivore",150.425,NA,NA
"2437","Pyrilia_pulchra",36.50934702,"fruit",150,NA,NA
"2438","Pyrilia_barrabandi",36.09705787,"omnivore",153.375,NA,NA
"2439","Pyrilia_pyrilia",41.07594845,"fruit",NA,NA,NA
"2440","Pyrilia_caica",37.97608387,"seeds",NA,NA,NA
"2441","Pyrilia_vulturina",35.23431782,"fruit",NA,NA,NA
"2442","Pyrilia_aurantiocephala",27.2813947,"fruit",NA,NA,NA
"2443","Pionopsitta_pileata",35.71200118,"omnivore",119,16.8,16.8
"2444","Hapalopsittaca_melanotis",36.41209472,"fruit",158,NA,NA
"2445","Hapalopsittaca_amazonina",40.49856338,"omnivore",106,NA,NA
"2446","Hapalopsittaca_fuertesi",38.89224802,"fruit",NA,NA,NA
"2447","Hapalopsittaca_pyrrhops",37.64352338,"omnivore",103,NA,NA
"2448","Alipiopsitta_xanthops",26.67238161,"omnivore",164.9,NA,NA
