"","binomial","hwi","diet","mean_adult_body_mass_g","mean_max_longevity_y","mean_longevity_y"
"5942","Artamus_cyanopterus",44.9682114,"invertebrates",33,NA,NA
"5943","Artamus_minor",42.80901764,"invertebrates",17,NA,NA
"5944","Aegithina_tiphia",9.442634919,"invertebrates",12.5,NA,NA
"5945","Aegithina_nigrolutea",12.38614391,"invertebrates",12,NA,NA
"5946","Aegithina_viridissima",11.37890005,"invertebrates",13.525,NA,NA
"5947","Aegithina_lafresnayei",8.526570048,"invertebrates",NA,NA,NA
"5948","Coracina_maxima",40.54009411,"invertebrates",127,NA,NA
"5949","Coracina_macei",30.37520607,"invertebrates",115.1333333,NA,NA
"5950","Coracina_javensis",32.73663823,"invertebrates",115.1333333,NA,NA
"5951","Coracina_novaehollandiae",37.5992664,"invertebrates",115.1333333,NA,NA
"5952","Coracina_personata",26.92852146,"invertebrates",115.1333333,NA,NA
"5953","Coracina_atriceps",28.44981448,"invertebrates",139,NA,NA
"5954","Coracina_schistacea",33.5274856,"omnivore",NA,NA,NA
"5955","Coracina_caledonica",26.39791709,"omnivore",144.25,NA,NA
"5956","Coracina_welchmani",26.27748936,NA,148.5,NA,NA
"5957","Coracina_caeruleogrisea",23.5611927,"invertebrates",148,NA,NA
"5958","Coracina_temminckii",24.75725462,"invertebrates",NA,NA,NA
"5959","Coracina_larvata",29.09538834,"invertebrates",NA,NA,NA
"5960","Coracina_striata",31.03417568,"invertebrates",112.05,NA,NA
"5961","Coracina_dobsoni",33.24459001,NA,112.05,NA,NA
"5962","Coracina_bicolor",29.92459479,"omnivore",NA,NA,NA
"5963","Coracina_lineata",34.04829486,"fruit",66.65,NA,NA
"5964","Coracina_boyeri",27.25198052,"fruit",66.4,NA,NA
"5965","Coracina_leucopygia",31.18675732,"invertebrates",NA,NA,NA
"5966","Coracina_papuensis",30.21357881,"invertebrates",66.76666667,NA,NA
"5967","Coracina_ingens",30.63444109,NA,66.76666667,NA,NA
"5968","Coracina_longicauda",24.58040122,"invertebrates",100.5,NA,NA
"5969","Coracina_parvula",29.15492958,"invertebrates",NA,NA,NA
"5970","Coracina_abbotti",23.02979556,"invertebrates",NA,NA,NA
"5971","Coracina_analis",24.94329126,"invertebrates",83.5,NA,NA
"5972","Coracina_caesia",23.42393087,"invertebrates",47.3,NA,NA
"5973","Coracina_pectoralis",29.28772938,"invertebrates",54.4,NA,NA
"5974","Coracina_graueri",20.42353256,"invertebrates",NA,NA,NA
"5975","Coracina_cinerea",24.0819511,"invertebrates",46.35,NA,NA
"5976","Coracina_cucullata",23.20843045,NA,46.35,NA,NA
"5977","Coracina_azurea",21.3710719,"invertebrates",46.2,NA,NA
"5978","Coracina_typica",22.2145979,"invertebrates",42.9,NA,NA
"5979","Coracina_newtoni",21.57643787,"invertebrates",NA,NA,NA
"5980","Coracina_coerulescens",20.41723202,"invertebrates",61,NA,NA
"5981","Coracina_dohertyi",23.61280911,"invertebrates",NA,NA,NA
"5982","Coracina_dispar",28.671875,"invertebrates",58.5,NA,NA
"5983","Coracina_tenuirostris",30.88697853,"invertebrates",58.5,NA,NA
"5984","Coracina_monacha",23.81563318,NA,58.5,NA,NA
"5985","Coracina_nesiotis",21.42857143,NA,58.5,NA,NA
"5986","Coracina_insperata",25.93598383,NA,58.5,NA,NA
"5987","Coracina_remota",28.59021619,NA,58.5,NA,NA
"5988","Coracina_salomonis",25.15387434,NA,65,NA,NA
"5989","Coracina_mindanensis",22.57867525,"invertebrates",58.5,NA,NA
"5990","Coracina_morio",25.53865902,"invertebrates",58.5,NA,NA
"5991","Coracina_sula",27.51531189,"invertebrates",58.5,NA,NA
"5992","Coracina_ceramensis",24.66818143,"invertebrates",58.375,NA,NA
"5993","Coracina_incerta",28.1255845,"invertebrates",58.5,NA,NA
"5994","Coracina_schisticeps",26.28825323,"fruit",52.65,NA,NA
"5995","Coracina_melas",18.76563768,"invertebrates",59.5,NA,NA
"5996","Coracina_montana",32.81237518,"fruit",78.5,NA,NA
"5997","Coracina_holopolia",23.17211158,"invertebrates",50.5,NA,NA
"5998","Coracina_ostenta",24.43213815,"invertebrates",NA,NA,NA
"5999","Coracina_mcgregori",20.81218274,"invertebrates",42.925,NA,NA
"6000","Coracina_polioptera",28.62716978,"invertebrates",35.8,NA,NA
"6001","Coracina_melaschistos",26.58664704,"invertebrates",43,NA,NA
"6002","Coracina_fimbriata",23.59778897,"invertebrates",29.25,NA,NA
"6003","Coracina_melanoptera",26.35586943,"invertebrates",30,NA,NA
"6004","Campochaera_sloetii",30.29682762,"fruit",41,NA,NA
"6005","Lalage_melanoleuca",25.27746543,"invertebrates",46.125,NA,NA
"6006","Lalage_nigra",24.40986901,"invertebrates",28.4,NA,NA
"6007","Lalage_leucopygialis",28.01503723,"invertebrates",28.4,NA,NA
"6008","Lalage_sueurii",25.64436237,"invertebrates",NA,NA,NA
"6009","Lalage_tricolor",29.42250766,"invertebrates",25.5,NA,NA
"6010","Lalage_aurea",24.73923705,"invertebrates",32,NA,NA
"6011","Lalage_atrovirens",25.66519297,"fruit",32.75,NA,NA
"6012","Lalage_moesta",25.04866269,"fruit",32.75,NA,NA
"6013","Lalage_leucomela",23.86624484,"invertebrates",29.45,NA,NA
"6014","Lalage_conjuncta",25.35519126,NA,29.45,NA,NA
"6015","Lalage_maculosa",27.57977528,"invertebrates",30.3,NA,NA
"6016","Lalage_sharpei",24.27272727,"omnivore",NA,NA,NA
"6017","Lalage_leucopyga",25.60481452,"invertebrates",24.5,NA,NA
"6018","Campephaga_flava",21.45966602,"invertebrates",28.3,NA,NA
"6019","Campephaga_phoenicea",20.77420801,"invertebrates",27.425,NA,NA
"6020","Campephaga_petiti",22.16771326,"invertebrates",30.7,NA,NA
"6021","Campephaga_quiscalina",20.19131009,"invertebrates",36.75,NA,NA
"6022","Lobotos_lobatus",21.23678284,"invertebrates",33.1,NA,NA
"6023","Lobotos_oriolinus",21.30349414,"invertebrates",33.1,NA,NA
"6024","Pericrocotus_roseus",31.50829763,"invertebrates",19.6,NA,NA
"6025","Pericrocotus_cantonensis",33.97267228,"invertebrates",19.6,NA,NA
"6026","Pericrocotus_divaricatus",42.16494505,"invertebrates",24,NA,NA
"6027","Pericrocotus_tegimae",31.49996806,"invertebrates",24,NA,NA
"6028","Pericrocotus_cinnamomeus",22.4781892,"invertebrates",9,NA,NA
"6029","Pericrocotus_igneus",25.72951032,"invertebrates",9,NA,NA
"6030","Pericrocotus_lansbergei",22.12049629,"invertebrates",NA,NA,NA
"6031","Pericrocotus_erythropygius",20.7118984,"invertebrates",10.825,NA,NA
"6032","Pericrocotus_albifrons",23.8988026,NA,10.825,NA,NA
"6033","Pericrocotus_solaris",28.27705,"invertebrates",14.25,NA,NA
"6034","Pericrocotus_ethologus",31.24588004,"invertebrates",19,NA,NA
"6035","Pericrocotus_brevirostris",28.55124538,"invertebrates",16.5,NA,NA
"6036","Pericrocotus_miniatus",27.09453197,"invertebrates",NA,NA,NA
"6037","Pericrocotus_flammeus",27.33760301,"invertebrates",23.3,NA,NA
"6038","Pericrocotus_speciosus",27.29242625,NA,23.3,NA,NA
"6039","Daphoenositta_chrysoptera",30.1809642,"invertebrates",11.7,NA,NA
"6040","Daphoenositta_papuensis",28.58849104,NA,11.7,NA,NA
"6041","Daphoenositta_miranda",28.16656275,"invertebrates",15.8,NA,NA
"6042","Eulacestoma_nigropectus",13.23077553,"invertebrates",20,NA,NA
"6043","Pachycare_flavogriseum",14.93573242,"invertebrates",15.975,NA,NA
"6044","Falcunculus_frontatus",20.04728153,"invertebrates",28.1,NA,NA
"6045","Rhagologus_leucostigma",22.20827781,"fruit",26.525,NA,NA
"6046","Coracornis_raveni",20.43161671,"invertebrates",NA,NA,NA
"6047","Aleadryas_rufinucha",14.69057956,"invertebrates",40.5,NA,NA
"6048","Pachycephala_olivacea",18.19528981,"invertebrates",41.2,NA,NA
"6049","Pachycephala_rufogularis",23.61607143,"invertebrates",36.7,NA,NA
"6050","Pachycephala_inornata",19.0011172,"invertebrates",30.75,NA,NA
"6051","Pachycephala_cinerea",15.25973635,"invertebrates",21,NA,NA
"6052","Pachycephala_albiventris",13.00773402,"invertebrates",21.1,NA,NA
"6053","Pachycephala_homeyeri",13.12632998,"invertebrates",23.5,NA,NA
"6054","Pachycephala_phaionota",19.45722967,"invertebrates",NA,NA,NA
"6055","Pachycephala_hyperythra",18.11584491,"invertebrates",27.475,NA,NA
"6056","Pachycephala_modesta",20.82614943,"invertebrates",18.175,NA,NA
"6057","Pachycephala_philippinensis",15.17764304,"invertebrates",22.85,NA,NA
"6058","Pachycephala_sulfuriventer",15.2974963,"invertebrates",21.2,NA,NA
"6059","Pachycephala_hypoxantha",16.44619799,"invertebrates",NA,NA,NA
"6060","Pachycephala_meyeri",18.99524555,"invertebrates",19,NA,NA
"6061","Pachycephala_simplex",16.57692915,"invertebrates",17.5,NA,NA
"6062","Pachycephala_orpheus",16.8266515,"invertebrates",NA,NA,NA
"6063","Pachycephala_soror",16.9449212,"invertebrates",24.8,NA,NA
"6064","Pachycephala_fulvotincta",14.60756564,NA,32.7,NA,NA
"6065","Pachycephala_macrorhyncha",17.68297167,NA,32.7,NA,NA
"6066","Pachycephala_mentalis",17.68750432,NA,32.7,NA,NA
"6067","Pachycephala_pectoralis",22.49478331,"invertebrates",32.7,NA,NA
"6068","Pachycephala_citreogaster",15.57528214,NA,32.7,NA,NA
"6069","Pachycephala_orioloides",17.97535525,NA,32.7,NA,NA
"6070","Pachycephala_caledonica",17.6587036,"invertebrates",22.75,NA,NA
"6071","Pachycephala_vitiensis",19.95914353,NA,32.7,NA,NA
"6072","Pachycephala_graeffii",18.70110763,NA,32.7,NA,NA
"6073","Pachycephala_jacquinoti",23.14382979,"invertebrates",32.7,NA,NA
"6074","Pachycephala_melanura",16.18284165,"invertebrates",29.3875,NA,NA
"6075","Pachycephala_flavifrons",19.67995519,"invertebrates",NA,NA,NA
"6076","Pachycephala_implicata",13.50287356,"invertebrates",34.875,NA,NA
"6077","Pachycephala_nudigula",14.58472473,"invertebrates",NA,NA,NA
"6078","Pachycephala_lorentzi",19.9203479,"invertebrates",19.275,NA,NA
"6079","Pachycephala_schlegelii",20.23967928,"invertebrates",22.35,NA,NA
"6080","Pachycephala_aurea",16.17505119,"invertebrates",NA,NA,NA
"6081","Pachycephala_rufiventris",25.45699353,"invertebrates",23.125,NA,NA
"6082","Pachycephala_monacha",22.04168367,"invertebrates",23.125,NA,NA
"6083","Pachycephala_leucogastra",22.28780712,"invertebrates",22.8375,NA,NA
"6084","Pachycephala_arctitorquis",18.19723596,"invertebrates",23.125,NA,NA
"6085","Pachycephala_griseonota",17.84375583,"invertebrates",22.8375,NA,NA
"6086","Pachycephala_johni",19.61616987,NA,22.8375,NA,NA
"6087","Pachycephala_lanioides",13.67411643,"invertebrates",39.5,NA,NA
"6088","Colluricincla_boweri",18.20109667,"invertebrates",43.8,NA,NA
"6089","Colluricincla_umbrina",11.68539326,"invertebrates",NA,NA,NA
"6090","Colluricincla_megarhyncha",15.98021014,"invertebrates",34.05,NA,NA
"6091","Colluricincla_sanghirensis",28.82132016,"invertebrates",NA,NA,NA
"6092","Colluricincla_tenebrosa",17.68838951,"invertebrates",46,NA,NA
"6093","Colluricincla_harmonica",21.11727451,"invertebrates",67.625,NA,NA
"6094","Colluricincla_woodwardi",11.90885309,"invertebrates",54.15,NA,NA
"6095","Pitohui_kirhocephalus",10.36461413,"invertebrates",72.5,NA,NA
"6096","Pitohui_dichrous",12.45599718,"fruit",92.7,NA,NA
"6097","Pitohui_incertus",12.19038442,"omnivore",NA,NA,NA
"6098","Pitohui_ferrugineus",13.99871836,"omnivore",NA,NA,NA
"6099","Pitohui_cristatus",15.07873037,"invertebrates",NA,NA,NA
"6100","Pitohui_nigrescens",16.42311475,"invertebrates",NA,NA,NA
"6101","Oreoica_gutturalis",24.1970114,"invertebrates",63.125,NA,NA
"6102","Corvinella_corvina",18.71896347,"invertebrates",65.95,NA,NA
"6103","Urolestes_melanoleucus",23.50617672,"invertebrates",82.2,NA,NA
"6104","Eurocephalus_rueppelli",24.00186722,"invertebrates",NA,NA,NA
"6105","Eurocephalus_anguitimens",23.08357765,"invertebrates",69.05,NA,NA
"6106","Lanius_tigrinus",29.2359985,"invertebrates",30.2,NA,NA
"6107","Lanius_souzae",22.17743777,"invertebrates",26.3,NA,NA
"6108","Lanius_bucephalus",20.40161064,"invertebrates",42,NA,NA
"6109","Lanius_cristatus",26.95579136,"invertebrates",31.975,5,5
"6110","Lanius_collurio",28.80206128,"invertebrates",28.75,10.08333333,7.775
"6111","Lanius_isabellinus",27.03451831,"invertebrates",28.5,10.08333333,7.775
"6112","Lanius_phoenicuroides",28.26119249,NA,28.5,10.08333333,7.775
"6113","Lanius_collurioides",25.00252072,"invertebrates",26,NA,NA
"6114","Lanius_gubernator",17.90301411,"invertebrates",23.5,NA,NA
"6115","Lanius_vittatus",22.85935807,"invertebrates",20.8,7.916666667,7.916666667
"6116","Lanius_schach",19.99957577,"invertebrates",50.6,NA,NA
"6117","Lanius_tephronotus",20.3383384,"invertebrates",49.1,NA,NA
"6118","Lanius_validirostris",17.08480823,"invertebrates",38.475,NA,NA
"6119","Lanius_mackinnoni",18.295987,"invertebrates",33.65,NA,NA
"6120","Lanius_minor",34.64029842,"invertebrates",46.925,6,6
"6121","Lanius_ludovicianus",22.27728001,"invertebrates",47.225,12.5,12.5
"6122","Lanius_excubitor",22.34152831,"vertebrates",63.98333334,16.1,7.333333333
"6123","Lanius_meridionalis",23.1486473,"invertebrates",63.45,16.1,7.333333333
"6124","Lanius_pallidirostris",29.38040171,NA,63.45,16.1,7.333333333
"6125","Lanius_sphenocercus",25.89441125,"invertebrates",92.85,NA,NA
"6126","Lanius_excubitoroides",21.49782197,"invertebrates",53.75,NA,NA
"6127","Lanius_cabanisi",20.34964691,"invertebrates",74.65,NA,NA
"6128","Lanius_dorsalis",22.77008864,"invertebrates",50,NA,NA
"6129","Lanius_somalicus",27.85204316,"invertebrates",45.3,NA,NA
"6130","Lanius_collaris",21.30764199,"invertebrates",35.5625,NA,NA
"6131","Lanius_marwitzi",21.46692294,"invertebrates",NA,NA,NA
"6132","Lanius_newtoni",22.90322581,"invertebrates",22.4,NA,NA
"6133","Lanius_senator",31.37676428,"invertebrates",36,5.833333333,5.685
"6134","Lanius_nubicus",23.87597155,"invertebrates",22.8,4.34,4.34
"6135","Cyclarhis_gujanensis",17.9329428,"invertebrates",28.75,NA,NA
"6136","Cyclarhis_nigrirostris",15.45258422,"invertebrates",31.625,NA,NA
"6137","Vireolanius_melitophrys",17.24867725,"invertebrates",34.7,NA,NA
"6138","Vireolanius_pulchellus",15.73188467,"invertebrates",24.025,NA,NA
"6139","Vireolanius_eximius",18.01079007,"invertebrates",24.025,NA,NA
"6140","Vireolanius_leucotis",19.39873651,"invertebrates",26,NA,NA
"6141","Vireo_brevipennis",13.27998975,"invertebrates",11.8,NA,NA
"6142","Vireo_griseus",17.30569402,"invertebrates",11.8,10.91666667,7.3
"6143","Vireo_crassirostris",15.18288478,"invertebrates",13.1,NA,NA
"6144","Vireo_pallens",14.05237412,"invertebrates",11,NA,NA
"6145","Vireo_approximans",14.45637837,NA,12.775,NA,NA
"6146","Vireo_bairdi",15.28893443,"invertebrates",12,NA,NA
"6147","Vireo_caribaeus",13.45238095,"invertebrates",9.3,NA,NA
"6148","Vireo_modestus",12.35219747,"invertebrates",9.6,NA,NA
"6149","Vireo_gundlachii",11.35994941,"invertebrates",13.025,NA,NA
"6150","Vireo_latimeri",14.07769592,"invertebrates",11.6,16.83333333,16.83333333
"6151","Vireo_nanus",12.74611857,"invertebrates",10.5,NA,NA
"6152","Vireo_bellii",21.89477956,"invertebrates",8.55,9.083333333,6.917
"6153","Vireo_atricapilla",15.50874328,"invertebrates",8.766666667,12,7
"6154","Vireo_nelsoni",12.0971352,"invertebrates",9.4,NA,NA
"6155","Vireo_vicinior",15.43223443,"invertebrates",12.8,6,6
"6156","Vireo_osburni",18.55913169,"omnivore",19.9,NA,NA
"6157","Vireo_flavifrons",34.10268854,"invertebrates",18,6.1,6.1
"6158","Vireo_plumbeus",28.12269947,"invertebrates",16,7.417,7.408333333
"6159","Vireo_cassinii",26.52762279,"invertebrates",15.325,7.417,7.416666667
"6160","Vireo_solitarius",29.7474022,"invertebrates",15.55833333,7.417,7.416666667
"6161","Vireo_carmioli",18.78399565,"invertebrates",12.775,NA,NA
"6162","Vireo_masteri",16.60649819,"invertebrates",11.2,NA,NA
"6163","Vireo_huttoni",17.07827039,"invertebrates",11.3,13.5,6.5
"6164","Vireo_hypochryseus",16.80054291,"invertebrates",12.275,NA,NA
"6165","Vireo_gilvus",23.94848331,"invertebrates",13.0975,13.1,13.1
"6166","Vireo_leucophrys",19.20119289,"invertebrates",12.525,13.1,13.1
"6167","Vireo_philadelphicus",26.64019652,"invertebrates",12.025,9.833333333,8.833333333
"6168","Vireo_olivaceus",24.07676159,"invertebrates",16.85,10.2,10
"6169","Vireo_gracilirostris",15.34220299,"invertebrates",16.66491667,10.2,10
"6170","Vireo_flavoviridis",26.09833829,"invertebrates",17.3,10.2,10
"6171","Vireo_altiloquus",25.63094825,"invertebrates",18.80714286,NA,NA
"6172","Vireo_magister",19.53053906,"fruit",15.4,NA,NA
"6173","Hylophilus_poicilotis",11.76542208,"invertebrates",10.45,NA,NA
"6174","Hylophilus_amaurocephalus",14.73479313,"invertebrates",10.45,NA,NA
"6175","Hylophilus_thoracicus",10.69434575,"invertebrates",13.8,NA,NA
"6176","Hylophilus_semicinereus",14.90191463,"invertebrates",13,NA,NA
"6177","Hylophilus_pectoralis",13.86340853,"invertebrates",11.4,NA,NA
"6178","Hylophilus_sclateri",18.49699582,"invertebrates",11.225,NA,NA
"6179","Hylophilus_brunneiceps",10.34961686,"invertebrates",9.825,NA,NA
"6180","Hylophilus_semibrunneus",12.47457627,"invertebrates",11.4,NA,NA
"6181","Hylophilus_aurantiifrons",11.68320628,"invertebrates",9.625,NA,NA
"6182","Hylophilus_hypoxanthus",15.40384938,"invertebrates",9.9,NA,NA
"6183","Hylophilus_muscicapinus",15.44572493,"invertebrates",11.85,NA,NA
"6184","Hylophilus_flavipes",13.54676294,"invertebrates",11.45,NA,NA
"6185","Hylophilus_olivaceus",18.2756527,"invertebrates",11.7,NA,NA
"6186","Hylophilus_ochraceiceps",16.29453704,"invertebrates",11,NA,NA
"6187","Hylophilus_decurtatus",14.59089151,"invertebrates",8.6,NA,NA
"6188","Erpornis_zantholeuca",17.39659508,"invertebrates",11.8,NA,NA
"6189","Pteruthius_rufiventer",15.83398589,"invertebrates",44.5,NA,NA
"6190","Pteruthius_flaviscapis",19.68423778,"invertebrates",39,NA,NA
"6191","Pteruthius_xanthochlorus",16.45492224,"invertebrates",14.5,NA,NA
"6192","Pteruthius_melanotis",18.64734264,"invertebrates",13.4,NA,NA
"6193","Pteruthius_aenobarbus",18.86853913,"invertebrates",NA,NA,NA
"6194","Sphecotheres_viridis",22.65524299,"fruit",123.5125,18,18
"6195","Sphecotheres_hypoleucus",23.54330709,"fruit",NA,NA,NA
"6196","Sphecotheres_vieilloti",26.50005872,"fruit",129,NA,NA
"6197","Oriolus_szalayi",22.05615269,"omnivore",101,NA,NA
"6198","Oriolus_phaeochromus",19.51026302,"omnivore",NA,NA,NA
"6199","Oriolus_forsteni",20.66445183,"invertebrates",109,NA,NA
"6200","Oriolus_bouroensis",22.1517942,"fruit",NA,NA,NA
"6201","Oriolus_decipiens",23.22580645,NA,NA,NA,NA
"6202","Oriolus_melanotis",21.35561337,"fruit",NA,NA,NA
"6203","Oriolus_sagittatus",26.10441872,"fruit",96.6,NA,NA
"6204","Oriolus_flavocinctus",21.82511737,"fruit",109,NA,NA
"6205","Oriolus_xanthonotus",25.16394539,"fruit",44.975,NA,NA
"6206","Oriolus_steerii",23.7909556,"fruit",44.975,NA,NA
"6207","Oriolus_albiloris",25.77693603,"fruit",44.975,NA,NA
"6208","Oriolus_isabellae",18.05951795,"fruit",46.15,NA,NA
"6209","Oriolus_oriolus",38.39377802,"omnivore",77.85,14.83333333,14.8
"6210","Oriolus_kundoo",32.63653545,NA,77.85,14.83333333,14.8
"6211","Oriolus_auratus",29.65350263,"fruit",68.6,NA,NA
"6212","Oriolus_tenuirostris",32.46386605,"omnivore",82.55,NA,NA
"6213","Oriolus_chinensis",22.50822626,"fruit",82.6,NA,NA
"6214","Oriolus_chlorocephalus",26.00452667,"omnivore",NA,NA,NA
"6215","Oriolus_crassirostris",22.17239669,"omnivore",50,NA,NA
"6216","Oriolus_brachyrhynchus",22.8507315,"invertebrates",NA,NA,NA
"6217","Oriolus_monacha",23.36455505,"fruit",NA,NA,NA
"6218","Oriolus_percivali",22.72469389,"fruit",63.35,NA,NA
"6219","Oriolus_larvatus",28.54130543,"omnivore",65.7,NA,NA
"6220","Oriolus_nigripennis",24.62708344,"fruit",55.1,NA,NA
"6221","Oriolus_xanthornus",26.9861565,"fruit",56.5,15.5,15.5
"6222","Oriolus_hosii",23.85954847,"fruit",NA,NA,NA
"6223","Oriolus_cruentus",22.08285753,"fruit",NA,NA,NA
"6224","Oriolus_traillii",26.13313045,"omnivore",70.75,NA,NA
"6225","Oriolus_mellianus",27.08912416,"invertebrates",NA,NA,NA
"6226","Chaetorhynchus_papuensis",22.60211438,"invertebrates",37.15,NA,NA
"6227","Dicrurus_ludwigii",21.72185799,"invertebrates",29.45,NA,NA
"6228","Dicrurus_atripennis",18.61886801,"invertebrates",39.975,NA,NA
"6229","Dicrurus_adsimilis",23.81568448,"invertebrates",42.2,NA,NA
"6230","Dicrurus_modestus",26.72417575,"invertebrates",44.5,NA,NA
"6231","Dicrurus_fuscipennis",22.74234809,"invertebrates",NA,NA,NA
"6232","Dicrurus_aldabranus",21.9305274,"invertebrates",48.5,NA,NA
"6233","Dicrurus_forficatus",26.03172969,"invertebrates",47.05,NA,NA
"6234","Dicrurus_waldenii",24.75792032,"invertebrates",NA,NA,NA
"6235","Dicrurus_macrocercus",27.11140206,"invertebrates",48.5,NA,NA
"6236","Dicrurus_leucophaeus",30.10929264,"invertebrates",38.5,NA,NA
"6237","Dicrurus_caerulescens",27.21987565,"invertebrates",39.15,NA,NA
"6238","Dicrurus_annectans",27.96161241,"invertebrates",44,NA,NA
"6239","Dicrurus_aeneus",27.86537116,"invertebrates",26,NA,NA
"6240","Dicrurus_remifer",26.01492442,"invertebrates",44.05,NA,NA
"6241","Dicrurus_balicassius",19.34378122,"invertebrates",72.05,NA,NA
"6242","Dicrurus_hottentottus",24.4694317,"invertebrates",79.18333333,7.916666667,7.916666667
"6243","Dicrurus_montanus",27.30478118,"invertebrates",61,NA,NA
"6244","Dicrurus_bracteatus",21.99179161,"invertebrates",82.25,7.916666667,7.916666667
"6245","Dicrurus_megarhynchus",23.10655332,"invertebrates",129.75,NA,NA
"6246","Dicrurus_andamanensis",23.38634875,"invertebrates",NA,NA,NA
"6247","Dicrurus_paradiseus",22.20132932,"invertebrates",73,NA,NA
"6248","Dicrurus_lophorinus",19.58772748,NA,73,NA,NA
"6249","Dicrurus_menagei",23.3546735,NA,79.18333333,7.916666667,7.916666667
"6250","Dicrurus_sumatranus",23.09464628,"invertebrates",79.18333333,7.916666667,7.916666667
"6251","Dicrurus_densus",22.95426296,"invertebrates",79.18333333,7.916666667,7.916666667
"6252","Rhipidura_hypoxantha",15.57092907,"invertebrates",NA,NA,NA
"6253","Rhipidura_superciliaris",19.58160127,"invertebrates",13.125,NA,NA
"6254","Rhipidura_cyaniceps",17.73402025,"invertebrates",13.7,NA,NA
"6255","Rhipidura_albicollis",17.32114512,"invertebrates",12.95,NA,NA
"6256","Rhipidura_albogularis",16.32386199,NA,12.95,NA,NA
"6257","Rhipidura_euryura",19.39880102,"invertebrates",NA,NA,NA
"6258","Rhipidura_aureola",21.05084499,"invertebrates",11.35,NA,NA
"6259","Rhipidura_javanica",16.30138388,"invertebrates",12.4,NA,NA
"6260","Rhipidura_perlata",19.70838238,"invertebrates",13.7,NA,NA
"6261","Rhipidura_leucophrys",21.05473099,"invertebrates",27,NA,NA
"6262","Rhipidura_diluta",17.03427151,"invertebrates",12.5,NA,NA
"6263","Rhipidura_fuscorufa",22.66070453,"invertebrates",12.5,NA,NA
"6264","Rhipidura_rufiventris",21.44493983,"invertebrates",12.5,NA,NA
"6265","Rhipidura_cockerelli",21.47505949,"invertebrates",17.5,NA,NA
"6266","Rhipidura_threnothorax",13.70708145,"invertebrates",17.35,NA,NA
"6267","Rhipidura_verreauxi",20.61818169,"invertebrates",13.075,NA,NA
"6268","Rhipidura_maculipectus",15.31444906,"invertebrates",18,NA,NA
"6269","Rhipidura_leucothorax",14.55866589,"invertebrates",16.55,NA,NA
"6270","Rhipidura_atra",18.10687316,"invertebrates",12.2,NA,NA
"6271","Rhipidura_hyperythra",19.04535865,"invertebrates",11.2,NA,NA
"6272","Rhipidura_albolimbata",21.96638831,"invertebrates",10.6,NA,NA
"6273","Rhipidura_albiscapa",20.41433632,NA,7.75,NA,NA
"6274","Rhipidura_fuliginosa",19.11672332,"invertebrates",7.75,NA,NA
"6275","Rhipidura_phasiana",17.16346652,"invertebrates",7.1,NA,NA
"6276","Rhipidura_drownei",19.33333333,"invertebrates",10.3,NA,NA
"6277","Rhipidura_tenebrosa",18.20157967,"invertebrates",17.45,NA,NA
"6278","Rhipidura_rennelliana",19.14311472,"invertebrates",NA,NA,NA
"6279","Rhipidura_spilodera",21.24265733,NA,NA,NA,NA
"6280","Rhipidura_personata",20.53564798,"invertebrates",NA,NA,NA
"6281","Rhipidura_nebulosa",20.1971916,"invertebrates",NA,NA,NA
"6282","Rhipidura_phoenicura",16.39148412,"invertebrates",NA,NA,NA
"6283","Rhipidura_nigrocinnamomea",18.66830017,"invertebrates",12.75,NA,NA
"6284","Rhipidura_brachyrhyncha",19.14978449,"invertebrates",10.1,NA,NA
"6285","Rhipidura_lepida",17.4002259,"invertebrates",NA,NA,NA
"6286","Rhipidura_dedemi",17.50055481,"invertebrates",11,NA,NA
"6287","Rhipidura_superflua",18.46460008,"invertebrates",NA,NA,NA
"6288","Rhipidura_teysmanni",20.41466242,"invertebrates",11.1,NA,NA
"6289","Rhipidura_opistherythra",15.84615385,"invertebrates",NA,NA,NA
"6290","Rhipidura_rufidorsa",15.68343083,"invertebrates",7.4,NA,NA
"6291","Rhipidura_dahli",18.51402244,"invertebrates",9.95,NA,NA
"6292","Rhipidura_matthiae",19.82977734,"invertebrates",NA,NA,NA
"6293","Rhipidura_malaitae",17.57352941,"invertebrates",12,NA,NA
"6294","Rhipidura_semirubra",16.95070294,"invertebrates",10.2,NA,NA
"6295","Rhipidura_rufifrons",20.02200789,"invertebrates",10.2,NA,NA
"6296","Rhipidura_kubaryi",18.9408378,"invertebrates",10.2,NA,NA
"6297","Rhipidura_dryas",17.88019946,NA,10.2,NA,NA
"6298","Hypothymis_azurea",15.98878522,"invertebrates",11.15,NA,NA
"6299","Hypothymis_helenae",18.39972921,"invertebrates",9.825,NA,NA
"6300","Hypothymis_coelestis",19.36623348,"invertebrates",13.6,NA,NA
"6301","Eutrichomyias_rowleyi",19.17277487,"invertebrates",NA,NA,NA
"6302","Trochocercus_cyanomelas",14.84096895,"invertebrates",10.2,NA,NA
"6303","Trochocercus_nitens",13.42128844,"invertebrates",11.85,NA,NA
"6304","Terpsiphone_bedfordi",16.40099626,"invertebrates",NA,NA,NA
"6305","Terpsiphone_rufocinerea",17.29010654,"invertebrates",15.4,NA,NA
"6306","Terpsiphone_rufiventer",17.6409027,"invertebrates",15.1,NA,NA
"6307","Terpsiphone_smithii",15.87876956,"invertebrates",15.1,NA,NA
