"","Binomial","hwi","diet","mean_adult_body_mass_g","mean_max_longevity_y","mean_longevity_y","habitat"
"317","Myadestes_townsendi",29.87505863,"invertebrates",33.475,NA,NA,"forest"
"318","Oenanthe_oenanthe",33.41327111,"invertebrates",23.775,10.08333333,9.6,"other"
"319","Sialia_currucoides",36.60191077,"invertebrates",29.6,9,9,"other"
"320","Sialia_mexicana",37.23909626,"invertebrates",27.05,8.666666667,5.2,"forest"
"321","Sialia_sialis",32.76980287,"invertebrates",29.65,10.5,8,"other"
"322","Turdus_migratorius",30.81546118,"omnivore",78.78333333,17,13.91666667,"other"
"323","Contopus_cooperi",37.84019385,"invertebrates",32.76666667,11.08333333,7.1,"forest"
"324","Contopus_sordidulus",33.44738242,"invertebrates",12.85,8.1,7,"forest"
"325","Contopus_virens",30.91516786,"invertebrates",13.95,8.2,7.1,"forest"
"326","Empidonax_alnorum",20.31942093,"invertebrates",13.2,9.083333333,7.2,"forest"
"327","Empidonax_difficilis",21.7872374,"invertebrates",10.85,6.916666667,6,"forest"
"328","Empidonax_flaviventris",24.10703597,"invertebrates",11.85,5,4,"forest"
"329","Empidonax_hammondii",23.14488742,"invertebrates",10.39166667,7,7,"forest"
"330","Empidonax_minimus",22.81592337,"invertebrates",10.275,8,8,"forest"
"331","Empidonax_oberholseri",18.70949329,"invertebrates",10.4,9,8.2,"forest"
"332","Empidonax_occidentalis",20.6125325,"invertebrates",11,6.916666667,6,"forest"
"333","Empidonax_traillii",23.53870386,"invertebrates",13.25,11,7,"forest"
"334","Empidonax_virescens",28.02349247,"invertebrates",12.7,12.08333333,10.91666667,"forest"
"335","Empidonax_wrightii",21.26616795,"invertebrates",12.45,NA,NA,"other"
"336","Myiarchus_crinitus",21.38870094,"invertebrates",33.275,14.91666667,13.9,"forest"
"337","Sayornis_phoebe",20.64178422,"invertebrates",19.7,10.33333333,9.1,"other"
"338","Sayornis_saya",25.60560193,"invertebrates",21,5,5,"other"
"339","Tyrannus_tyrannus",33.9370985,"invertebrates",40.125,11.1,9.916666667,"forest"
"340","Tyrannus_verticalis",33.1752422,"invertebrates",39.6,6.916666667,6.9,"grasslands"
"341","Vireo_cassinii",26.52762279,"invertebrates",15.325,7.417,7.416666667,"forest"
"342","Vireo_flavifrons",34.10268854,"invertebrates",18,6.1,6.1,"forest"
"343","Vireo_gilvus",23.94848331,"invertebrates",13.0975,13.1,13.1,"forest"
"344","Vireo_huttoni",17.07827039,"invertebrates",11.3,13.5,6.5,"forest"
"345","Vireo_olivaceus",24.07676159,"invertebrates",16.85,10.2,10,"forest"
"346","Vireo_philadelphicus",26.64019652,"invertebrates",12.025,9.833333333,8.833333333,"forest"
"347","Vireo_solitarius",29.7474022,"invertebrates",15.55833333,7.417,7.416666667,"forest"
"348","Pelecanus_erythrorhynchos",44.89820355,"vertebrates",6129.5,54,31.5,"wetlands"
"349","Pelecanus_occidentalis",48.09664699,"vertebrates",3174,43,31.08333333,"wetlands"
"350","Phalacrocorax_auritus",40.73005708,"vertebrates",1876.5,22.5,17.8,"oceans"
"351","Phalacrocorax_carbo",38.68346865,"vertebrates",2200,27.16666667,21.625,"oceans"
"352","Phalacrocorax_penicillatus",37.16341308,"vertebrates",2252,18,9.416666667,"oceans"
"353","Morus_bassanus",62.10858064,"vertebrates",2999.5,37.417,25.33333333,"oceans"
"354","Colaptes_auratus",26.10895043,"invertebrates",130.6716667,12.5,9.183333333,"forest"
"355","Dryocopus_pileatus",25.33057724,"invertebrates",303.875,13,9.9,"forest"
"356","Melanerpes_carolinus",28.77274166,"omnivore",71.775,20.7,12.1,NA
"357","Melanerpes_erythrocephalus",29.08493297,"invertebrates",71.6,10,9.916666667,"forest"
"358","Melanerpes_lewis",31.37686478,"invertebrates",113,NA,NA,"forest"
"359","Picoides_albolarvatus",25.79950775,"invertebrates",61.1,NA,NA,"forest"
"360","Picoides_arcticus",25.14941756,"invertebrates",72,4.916666667,4.916666667,"forest"
"361","Picoides_dorsalis",28.04107262,"invertebrates",56.2,6,6,"forest"
"362","Picoides_pubescens",28.17223792,"invertebrates",NA,NA,NA,"forest"
"363","Picoides_villosus",24.8074757,"invertebrates",65.875,15.91666667,15.867,"forest"
"364","Sphyrapicus_nuchalis",31.72171068,"invertebrates",50.3,7.75,6.8,"forest"
"365","Sphyrapicus_ruber",30.33663961,"invertebrates",51.45,7.75,6.8,"forest"
"366","Sphyrapicus_thyroideus",32.22716223,"invertebrates",48.725,NA,NA,"forest"
"367","Sphyrapicus_varius",33.85012599,"invertebrates",50.3,7.75,6.8,"forest"
"368","Aechmophorus_clarkii",41.77677911,"vertebrates",1259.625,14,14,"wetlands"
"369","Aechmophorus_occidentalis",40.86705534,"vertebrates",1314,14,14,"wetlands"
"370","Podiceps_auritus",42.1535838,"vertebrates",420.5833333,13,6.458333333,"wetlands"
"371","Podiceps_grisegena",41.20274645,"omnivore",946.5,11,4.8,"wetlands"
"372","Podiceps_nigricollis",44.02058499,"invertebrates",380,13.08333333,10.29166667,"wetlands"
"373","Podilymbus_podiceps",34.00514456,"invertebrates",440,NA,NA,"wetlands"
"374","Phoebastria_albatrus",66.28526986,"invertebrates",4102.75,21.3,17.45,"oceans"
"375","Phoebastria_immutabilis",66.22860061,"invertebrates",3050,60,53,"oceans"
"376","Phoebastria_nigripes",64.68104466,"vertebrates",3195,40.7,32.68333333,"oceans"
"377","Oceanites_oceanicus",58.57520983,"invertebrates",34,NA,NA,"oceans"
"378","Oceanodroma_furcata",60.7805424,"invertebrates",57.1,30,11.5,"oceans"
"379","Oceanodroma_leucorhoa",58.74343517,"invertebrates",40.29,36,29.95833333,"oceans"
"380","Fulmarus_glacialis",51.14210464,"vertebrates",785,51,38.95833333,"oceans"
"381","Pterodroma_cahow",64.08163265,"invertebrates",246,NA,NA,NA
"382","Pterodroma_inexpectata",66.55198746,"invertebrates",317.275,NA,NA,"oceans"
"383","Pterodroma_ultima",67.30769231,"invertebrates",355.5,NA,NA,"oceans"
"384","Puffinus_bulleri",59.09703954,"vertebrates",380,8.083333333,8.083333333,NA
"385","Puffinus_carneipes",60.976827,"omnivore",612.5,30.2,30.2,NA
"386","Puffinus_creatopus",62.64183095,"omnivore",728.25,NA,NA,NA
"387","Puffinus_gravis",61.8481295,"vertebrates",849,7.1,7.083333333,NA
"388","Puffinus_griseus",61.80335915,"vertebrates",787,10.08333333,10.08333333,NA
"389","Puffinus_puffinus",61.6085388,"vertebrates",439,50.91666667,30,"oceans"
"390","Puffinus_tenuirostris",63.82832546,"vertebrates",543,39.9,30,NA
"391","Aegolius_acadicus",29.78209542,"vertebrates",95.625,17.5,8.408333333,"forest"
"392","Aegolius_funereus",33.59557976,"vertebrates",131.5,15.9,11,"forest"
"393","Asio_flammeus",47.4820753,"vertebrates",343.75,21.8,12.9,"grasslands"
"394","Asio_otus",44.93714137,"vertebrates",262.75,27.8,27.775,"forest"
"395","Athene_cunicularia",28.3254318,"vertebrates",150.6,11,8.7,"grasslands"
"396","Bubo_scandiacus",41.06358333,"vertebrates",1954,28,14,NA
"397","Bubo_virginianus",30.36604314,"vertebrates",1377.25,29,21.3,"forest"
"398","Glaucidium_gnoma",19.81368874,"invertebrates",65.525,NA,NA,"forest"
"399","Megascops_asio",28.73133586,"invertebrates",NA,NA,NA,"forest"
"400","Megascops_kennicottii",27.10951458,"omnivore",180,19,13.5,"forest"
"401","Strix_nebulosa",31.89905231,"vertebrates",1078.75,27,15.817,"forest"
"402","Strix_occidentalis",32.99202255,"vertebrates",609.5,25,25,"forest"
"403","Strix_varia",29.56429857,"vertebrates",716.5,24,18.2,"forest"
"404","Surnia_ulula",38.66775321,"vertebrates",308.5,16.16666667,10,"forest"
"405","Tyto_alba",41.40162173,"vertebrates",381.6,34,15.41666667,"grasslands"
