IUCN_ID_NO,LPI,CommonName,ScientificName,BinomialName,RedListCategory,Area_km2,Clip_area_km2,Proportion_CAN,Range_CAN
222,Y,Shortnose Sturgeon,Acipenser brevirostrum,Acipenser_brevirostrum,Vulnerable,202151.1524,19556.69401,0.096743,9.674293
233,Y,Green Sturgeon,Acipenser medirostris,Acipenser_medirostris,Near Threatened,184686.1101,29227.87537,0.158257,15.825703
234,Y,White Sturgeon,Acipenser transmontanus,Acipenser_transmontanus,Least Concern,554001.8919,185258.7402,0.334401,33.440092
245,Y,Gulf Sturgeon,Acipenser oxyrinchus,Acipenser_oxyrinchus,Near Threatened,825596.5326,459746.8049,0.556866,55.68662
899,Y,Arctic Fox,Vulpes lagopus,Vulpes_lagopus,Least Concern,10734050.16,4710659.541,0.438852,43.885202
1677,Y,Pronghorn,Antilocapra americana,Antilocapra_americana,Least Concern,2007658.072,93677.21721,0.04666,4.665995
2467,Y,Bowhead Whale,Balaena mysticetus,Balaena_mysticetus,Least Concern,9196297.635,2423993.162,0.263584,26.358359
2474,Y,Common Minke Whale,Balaenoptera acutorostrata,Balaenoptera_acutorostrata,Least Concern,344889074.6,2761719.442,0.008008,0.800756
2477,Y,Blue Whale,Balaenoptera musculus,Balaenoptera_musculus,Endangered,343235424.6,2605954.317,0.007592,0.759232
2478,Y,Fin Whale,Balaenoptera physalus,Balaenoptera_physalus,Vulnerable,220820419.7,2325319.996,0.01053,1.053037
2815,Y,American Bison,Bison bison,Bison_bison,Near Threatened,140672.7305,105004.3279,0.746444,74.644409
3179,Y,Western Toad,Anaxyrus boreas,Anaxyrus_boreas,Least Concern,2853822.604,886896.1015,0.310775,31.077478
3745,Y,Coyote,Canis latrans,Canis_latrans,Least Concern,14922522.56,3978079.543,0.266582,26.658224
3746,Y,Grey Wolf,Canis lupus,Canis_lupus,Least Concern,55643506.8,8357819.19,0.150203,15.020296
4003,Y,American Beaver,Castor canadensis,Castor_canadensis,Least Concern,15418017.6,6715563.458,0.435566,43.556595
4292,Y,Basking Shark,Cetorhinus maximus,Cetorhinus_maximus,Endangered,208197989.1,1743911.165,0.008376,0.837622
4975,Y,Northern Red-backed Vole,Myodes rutilus,Myodes_rutilus,Least Concern,18530124.83,2210976.39,0.119318,11.931794
5362,Y,Cisco,Coregonus artedi,Coregonus_artedi,Lower Risk/least concern,6301670.324,5787457.124,0.9184,91.840049
5366,Y,Bloater,Coregonus hoyi,Coregonus_hoyi,Vulnerable,302413.7937,92936.86671,0.307317,30.731689
5378,Y,Shortjaw Cisco,Coregonus zenithicus,Coregonus_zenithicus,Vulnerable,1107367.619,946199.1932,0.854458,85.445807
6091,Y,Arizona Black-tailed Prairie Dog,Cynomys ludovicianus,Cynomys_ludovicianus,Least Concern,1820797.154,3388.937625,0.001861,0.186124
6335,Y,Beluga Whale,Delphinapterus leucas,Delphinapterus_leucas,Least Concern,9713006.162,2570336.973,0.264628,26.462837
6494,Y,Leatherback,Dermochelys coriacea,Dermochelys_coriacea,Vulnerable,206472046.1,1439317.189,0.006971,0.6971
6691,Y,Ord's Kangaroo Rat,Dipodomys ordii,Dipodomys_ordii,Least Concern,3419728.708,79805.14573,0.023337,2.333669
7709,Y,Blanding's Turtle,Emydoidea blandingii,Emydoidea_blandingii,Endangered,863904.293,153317.1052,0.17747,17.747001
7750,Y,Sea Otter,Enhydra lutris,Enhydra_lutris,Endangered,2025965.716,24387.14314,0.012037,1.203729
7928,Y,Big Brown Bat,Eptesicus fuscus,Eptesicus_fuscus,Least Concern,12788354.05,2526848.495,0.19759,19.758981
8004,Y,North American Porcupine,Erethizon dorsata,Erethizon_dorsata,Least Concern,12062568.66,6230924.539,0.51655,51.655039
8097,Y,Gray Whale,Eschrichtius robustus,Eschrichtius_robustus,Least Concern,3954245.351,185447.7299,0.046898,4.689839
8239,Y,Steller Sea Lion,Eumetopias jubatus,Eumetopias_jubatus,Near Threatened,6481345.803,212963.9683,0.032858,3.285799
8951,Y,Threespined Stickleback,Gasterosteus aculeatus,Gasterosteus_aculeatus,Least Concern,5851456.753,2345538.797,0.400847,40.084698
9250,Y,Long-finned Pilot Whale,Globicephala melas,Globicephala_melas,Least Concern,97584505.41,1687943.886,0.017297,1.729725
9561,Y,Wolverine,Gulo gulo,Gulo_gulo,Least Concern,24394101.51,6423337.109,0.263315,26.331518
9660,Y,Grey Seal,Halichoerus grypus,Halichoerus_grypus,Least Concern,3404657.515,741815.3617,0.217883,21.788252
10030,Y,Bluntnose Sixgill Shark,Hexanchus griseus,Hexanchus_griseus,Near Threatened,9870797.816,111776.7678,0.011324,1.132399
10707,Y,Northern Bottlenose Whale,Hyperoodon ampullatus,Hyperoodon_ampullatus,Near Threatened,24377542.73,1973823.063,0.080969,8.096891
11141,Y,Atlantic White-sided Dolphin,Lagenorhynchus acutus,Lagenorhynchus_acutus,Least Concern,10321496.43,1285473.109,0.124543,12.454329
11145,Y,Pacific White-sided Dolphin,Lagenorhynchus obliquidens,Lagenorhynchus_obliquidens,Least Concern,15275736.03,441892.5948,0.028928,2.892774
11200,Y,Porbeagle,Lamna nasus,Lamna_nasus,Vulnerable,151628981.9,1054859.293,0.006957,0.695684
11339,Y,Silver-haired Bat,Lasionycteris noctivagans,Lasionycteris_noctivagans,Least Concern,10110375.83,2721508.099,0.26918,26.917972
11345,Y,Hoary Bat,Lasiurus cinereus,Lasiurus_cinereus,Least Concern,21059682.46,5398839.337,0.256359,25.635901
11347,Y,Eastern Red Bat,Lasiurus borealis,Lasiurus_borealis,Least Concern,4875165.221,277358.7623,0.056892,5.689218
12302,Y,North American River Otter,Lontra canadensis,Lontra_canadensis,Least Concern,19085716.86,9701298.902,0.508302,50.830152
12518,Y,Canada Lynx,Lynx canadensis,Lynx_canadensis,Least Concern,8300050.123,6610369.459,0.796425,79.642525
12521,Y,Bobcat,Lynx rufus,Lynx_rufus,Least Concern,9879578.038,1146534.795,0.116051,11.605099
12828,Y,Vancouver Island Marmot,Marmota vancouverensis,Marmota_vancouverensis,Critically Endangered,2075.021212,2075.021212,1,100
13006,Y,Humpback Whale,Megaptera novaeangliae,Megaptera_novaeangliae,Least Concern,344433003.1,2613438.88,0.007588,0.758766
13241,Y,Sowerby's Beaked Whale,Mesoplodon bidens,Mesoplodon_bidens,Least Concern,14470300.62,1295769.67,0.089547,8.954684
13451,Y,Root Vole,Microtus oeconomus,Microtus_oeconomus,Least Concern,18612334.14,1729407.933,0.092917,9.291731
13452,Y,Chihuahua Vole,Microtus pennsylvanicus,Microtus_pennsylvanicus,Least Concern,11962466.2,7505166.718,0.627393,62.739293
13487,Y,Townsend's Vole,Microtus townsendii,Microtus_townsendii,Least Concern,213933.7215,34737.55579,0.162375,16.237532
13704,Y,Narwhal,Monodon monoceros,Monodon_monoceros,Least Concern,3482549.178,1006713.512,0.289074,28.907374
14171,Y,Keen's Myotis,Myotis keenii,Myotis_keenii,Least Concern,109452.3076,92890.84726,0.848688,84.868788
14176,Y,Little Brown Bat,Myotis lucifugus,Myotis_lucifugus,Endangered,12040600.87,5662529.79,0.470286,47.028631
14201,Y,Northern Myotis,Myotis septentrionalis,Myotis_septentrionalis,Near Threatened,4946151.401,2506514.354,0.506761,50.676054
15106,Y,Walrus,Odobenus rosmarus,Odobenus_rosmarus,Vulnerable,6708468.499,1239941.351,0.184832,18.483225
15324,Y,Muskrat,Ondatra zibethicus,Ondatra_zibethicus,Least Concern,35088573.96,6979215.865,0.198903,19.890281
15421,Y,Killer Whale,Orcinus orca,Orcinus_orca,Data Deficient,353391619.1,4179302.669,0.011826,1.182626
15735,Y,Bighorn Sheep,Ovis canadensis,Ovis_canadensis,Least Concern,534174.0306,87243.87188,0.163325,16.332481
16669,Y,White-footed Mouse,Peromyscus leucopus,Peromyscus_leucopus,Least Concern,5831185.725,286845.03,0.049192,4.919154
16672,Y,North American Deermouse,Peromyscus maniculatus,Peromyscus_maniculatus,Least Concern,13030606.53,5274755.167,0.404797,40.479736
16781,Y,Sea Lamprey,Petromyzon marinus,Petromyzon_marinus,Least Concern,2150993.355,488742.4218,0.227217,22.721708
17013,Y,Harbor Seal,Phoca vitulina,Phoca_vitulina,Least Concern,6818033.515,2452579.442,0.359719,35.971948
17027,Y,Harbor Porpoise,Phocoena phocoena,Phocoena_phocoena,Least Concern,10942339.49,1178674.674,0.107717,10.771688
17032,Y,Dall's Porpoise,Phocoenoides dalli,Phocoenoides_dalli,Least Concern,21460872.44,441892.1201,0.020591,2.059059
17366,Y,Eastern Pipistrelle,Pipistrellus subflavus,Pipistrellus_subflavus,Vulnerable,4263732.129,239188.0277,0.056098,5.609828
