Ordnum	Order	OrderRefNo	SortNo	Synonym	AuthorYear	CommonName	BodyShapeI	Marine	Brackish	Freshwater	WaterSalinity	FamCount	SpeciesCount	EtymologyOrder	ClassNum	Class	ClassificationRemark	PhylogenyFamilies	PhylFamOrderRefNo	PhylogenyPostion	PhylPosOrderRefNo	SisterOrder	ComAncestor	ComAncRef1	ComAncRef2	PeriodRange	Period	EpochRange	Epoch	Complete	Remark	CAS_LIN	ZooBank_ID	Entered	DateEntered	Modified	DateModified	Expert	DateChecked	CommonName_German	CommonName_French	CommonName_Italian	CommonName_Spanish	CommonName_Portuguese	CommonName_Dutch	CommonName_Chinese	CommonName_Chinese_u	CommonName_Greek	CommonName_Greek_u	CommonName_Russian_u	CommonName_Russian	CommonName_Swedish	Class_Russian	EtymologyClass	TS
34	Esociformes	7463	11935	0	NA	pikes and mudminnows	elongated	0	-1	-1	All Freshwater	2	14	Latin, esox or isox = a species of freshwater fish, probably pike, perhaps from Latin edere (to eat) , esox for 'voravious' (Peter Adamicka, pers. Comm. 06/08).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Esocoidei in Salmoniformes.	NA	NA	NA	NA	Osmeriformes	110	7463	NA	NA	NA	NA	NA	0	Maxilla toothless but in gape of mouth; no adipose fin; dorsal and anal fins located posteriorly; no breeding tubercules; no pyloric caeca; no mesocoracoid.	NA	NA	1	2000-04-28T00:00:00Z	14	2008-06-13T00:00:00Z	NA	NA	Hechtartige	Brochets et umbres	Esociformi	NA	Lúcios 	Snoekachtigen	NA	NA	?????????????	&#917;&#958;&#959;&#954;&#945;&#953;&#964;&#972;&#956;&#959;&#961;&#966;&#945;	&#1097;&#1091;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????	gäddartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
90	Eupercaria/misc	NA	14554	0	NA	NA	NA	-1	-1	-1	Mostly Marine	22	1744	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	Gadiformes	7463	12340	0	NA	cods	NA	-1	-1	-1	Mostly Marine	17	626	Latin gadus = cod, 1889 + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Gadiformes.	NA	NA	NA	NA	Batrachoidiformes	20	30652	30649	middle	Tertiary	middle	Miocene	0	Pelvic fins, when present, inserted below or in front of pectorals (thoracic or jugular, rarely behind in Macrouridae) with up to 11 rays; no true spines in the fins; most with long dorsal and anal fins; scales usually cycloid, rarely ctenoid; premaxilla forms the entire margin of upper jaw, protractile in some; ectopterygoid toothless; orbitosphenoid and basisphenoid absent; branchiostegal rays 6-8; posterior vertebral reduction results in posterior dorsal and anal pterygiophores exceeding the number of caudal vertebrae; swim bladder without pneumatic duct (the swim bladder is absent in <i>Melanonus</i> and <i>Squalogadus</i>).	NA	NA	1	1999-12-11T00:00:00Z	1	2001-05-09T00:00:00Z	NA	NA	Dorschartige	Morues, merlans et grenadiers	Gadiformi	NA	Bacalhaus	Schelvisachtigen	NA	NA	?????????	&#915;&#945;&#948;&#943;&#956;&#959;&#961;&#966;&#945;	&#1090;&#1088;&#1077;&#1089;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????	torskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
72	Galaxiiformes	123477	11926	0	NA	southern smelts	NA	-1	-1	-1	Mostly Freshwater	1	53	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	NA	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
56	Gasterosteiformes	7463	NA	-1	NA	sticklebacks and seamoths	NA	-1	-1	-1	marine and freshwater	5	30	Greek, gaster = stomach + Greek, + Greek, osteon = bone + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Gasterosteiformes incl. Syngnathoidei.	NA	NA	NA	NA	Syngnathiformes	15	30652	30649	late	Tertiary	middle	Miocene	-1	Pelvic girdle never attached directly to the cleithra; supramaxillary, orbitosphenoid, and basisphenoid absent; postcleithrum a single bone or absent; branchiostegal rays 1-5; body often with armor of dermal plates; mouth usually small.
About 19 species are restricted to freshwater, and another 40 species are found in brackish water (some being variously diadromous or at lest able to commonly enter freshwater and marine water).	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-11T00:00:00Z	NA	NA	Stichlingsartige	Épinoches et poissons-dragons	Gasterosteiformi	NA	Esgana-gatas	Stekelbaarsachtigen	NA	NA	NA	NA	&#1082;&#1086;&#1083;&#1102;&#1096;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	spiggartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
48	Gobiesociformes	7463	13690	0	NA	clingfishes	NA	-1	-1	-1	Mostly Marine	1	175	Latin gobius = goby + Latin esox = pike (position of dorsal and anal fin) + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Gobiesociformes.	NA	NA	NA	NA	Zeiformes	15	30652	30649	late	Tertiary	middle	Miocene	0	Pelvic fins modified into a thoracic sucking disc (permitting fish to adhere to substrate), with underlying pelvic bones specialized for supporting disc (pelvic skeleton highly reduced in <i>Alabes</i>; each pelvic fin with one small spine and four soft rays (rarely five); single dorsal fin without spines; head and body scaleless; branchiostegal rays 5-7 (three in <i>Alabes</i>); no circumorbital bones posterior to the lachrymal; articular process of premaxilla either fused with ascending process or absent; basibranchials one and two probably absent; supracleithrum with concave process that articulates with condyle oncleithrum (not known from other fishes); basisphenoid and orbitosphenoid absent; genital papilla behind anus; three or three and half gills; hypurals fused into a single plate; no swim bladder. The following characters apply to all species except <i>Alabes</i>: scapula and four pectoral radials and 16-31 pectoral fin rays; usually two postcleithra (rarely one); either common gill opening or separate opening on each side; pleural ribs attached to the epineural (?) ribs (an opposite relationship to that found in most fish); total caudal fin rays 16-27 (8-14 articulating on hypural fan); vertebrae 25-54 (11-20 + 13-33). Maximum length normally 7 cm.	NA	NA	1	1999-12-11T00:00:00Z	1	2000-04-27T00:00:00Z	NA	NA	Schildfische	Porte-écuelles	Gobiesociformi	NA	Sugadores	Schildvissen	NA	NA	NA	NA	&#1082;&#1086;&#1083;&#1073;&#1085;&#1077;&#1097;&#1091;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????????	dubbelsugarartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
78	Gobiiformes	123477	12925	0	NA	gobies	NA	-1	-1	-1	Marine and Freshwater	9	2222	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	NA	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	Gonorynchiformes	7463	11035	0	NA	milkfish	NA	-1	-1	-1	Mostly Freshwater	3	37	Greek, gonos = descent, origin + Greek, rhyngchos = snout, muzzle + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Gonorynchiformes.	NA	NA	NA	NA	Cypriniformes	150	30652	30657	late	Jurassic	NA	NA	-1	Orbitosphenoid absent; parietals small; quadrate condyle far forward; teeth absent on fifth ceratobranchial; first three vertebrae specialized and associated with one or more cephalic ribs; suprabranchial (=epibranchial) organ present (consisting of lateral pouches in the posterior part of the branchial chamber behind the fourth epibranchials); mouth small; jaws toothless; no postcleithra; 5-7 hypural plates.	NA	NA	1	1999-12-11T00:00:00Z	303	1999-12-14T00:00:00Z	NA	NA	Sandfische	Chanos	Gonorinchiformi	NA	Peixes-leite	Zandvisachtigen	NA	NA	NA	NA	&#1075;&#1086;&#1085;&#1086;&#1088;&#1080;&#1085;&#1093;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;&#44;&#32;&#1082;&#1086;&#1085;&#1086;&#1088;&#1099;&#1083;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????????, ????????????????	sandfiskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
33	Gymnotiformes	7463	11485	0	NA	knifefishes	NA	0	-1	-1	All Freshwater	5	241	Greek, gymnos = naked + Latin, forma = shape (Ref. 45335); ous or otos refers to opercle.	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Gymnotiformes.	NA	NA	NA	NA	Siluriformes	150	30652	30657	late	Miocene	NA	NA	-1	Body eel-like (compressed or rounded); pelvic girdle and fins absent; dorsal fin absent; anal fin extremely long (more than 140 rays and extending from near pectoral fin origin to near tip of body) and employed in forward and backward movements; caudal fin absent or greatly reduced; restricted gill openings; anal opening under head or pectorals; basal pterygiophores to anal fin with only one section (radial) and a hemispherical cartilaginous head that articulates the fin rays (allowing them to move in a circular motion); electric organs present; suboperculum absent; palatine not ossified; maxilla rudimentary.	NA	NA	1	1999-12-11T00:00:00Z	429	1999-12-15T00:00:00Z	NA	NA	Messerfische	Gymnotes	Gimnotiformi	NA	Peixes-faca	Sidderalen en Mesalen	NA	NA	NA	NA	&#1075;&#1080;&#1084;&#1085;&#1086;&#1090;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	sydamerikanska knivfiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
5	Heterodontiformes	7463	10054	0	NA	bullhead and horn sharks	elongated	-1	0	0	All Marine	1	9	Greek, heteros = other + Greek, odous = teeth + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	NA	NA	NA	NA	NA	Orectolobiformes	170	30654	NA	middle	Jurassic	NA	NA	-1	Two dorsal fins, each with a spine; anal fin present; five gill slits; eyes without nictitating fold; spiracle present but small; nostrils connected with mouth by deep grove.	NA	NA	1	1999-12-11T00:00:00Z	1	1999-12-13T00:00:00Z	NA	NA	Stierkopfhaie)	Requins-dormeurs	Eterodontiformi	NA	Galhudos	Varkenshaaien	NA	NA	???????????????	&#917;&#964;&#949;&#961;&#959;&#948;&#959;&#957;&#964;&#972;&#956;&#959;&#961;&#966;&#945;	&#1088;&#1072;&#1079;&#1085;&#1086;&#1079;&#1091;&#1073;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????????	tjurhuvudhajar	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
4	Hexanchiformes	7463	10036	0	NA	frill and cow sharks	elongated	-1	-1	0	All Marine	2	6	Greek, exa = six + Greek, agkone, agko, to strangle, strangulate + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	NA	NA	NA	NA	NA	Heterodontiformes	195	30654	NA	middle	Jurassic	NA	NA	-1	One dorsal fin, without spine; anal fin present; six or seven gill slits; eyes without nictitating fold; spiracle present but small and well behind eye.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-11T00:00:00Z	NA	NA	6-und 7-Kiemerhaie	Requins-frangés, requins-grisets et requins-perlon	Exanchiformi	NA	Tubarões-albafar	Grauwe haaien	NA	NA	???????????	&#917;&#958;&#945;&#957;&#967;&#972;&#956;&#959;&#961;&#966;&#945;	&#1084;&#1085;&#1086;&#1075;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1080;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????????????	kamtandhajartade hajar	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
68	Hiodontiformes	123477	10900	0	NA	mooneyes	fusiform / normal	0	0	-1	All Freshwater	1	2	NA	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Hiodontiformes are separated from Osteoglossiformes.	NA	NA	NA	NA	Osteoglossiformes	150	30655	30649	early	Cretaceous	NB	NA	-1	Nasal bones tubular and strongly curved; dermosphenotic triradiate.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-14T00:00:00Z	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	Holocentriformes	123477	12619	0	NA	squirrelfishes, soldierfishes	NA	-1	-1	0	All Marine	1	90	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	NA	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	Kurtiformes	123477	12907	0	NA	nurseryfishes, cardinalfishes.	NA	-1	-1	-1	Mostly Marine	2	359	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	NA	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	Lamniformes	7463	10126	0	NA	mackerel sharks	NA	-1	-1	0	All Marine	8	16	Greek, lamna, -es = shark + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	NA	NA	NA	NA	NA	Carchariniformes	135	30654	NA	early	Cretaceous	NA	NA	-1	Two dorsal fins, without spines; anal fin present; five gill slits, last two may be above pectoral fin; spiracles usually present, small and behind eyes; eyes without nictitating membrane; mouth extending well behind eyes.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-11T00:00:00Z	NA	NA	Makrelenhaie	Requins-maquereaux	Lamniformi	NA	Tubarões-sardo	Haringhaaien	NA	NA	??????????	&#923;&#945;&#956;&#957;&#972;&#956;&#959;&#961;&#966;&#945;	&#1083;&#1072;&#1084;&#1085;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????	jättehajar	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
41	Lampriformes	7463	12196	0	NA	velifers, tube-eyes and ribbonfishes	NA	-1	-1	0	All Marine	6	23	Greek, lampris, light, clear + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Lampridiformes.	NA	NA	NA	NA	Myctophiformes	70	30652	30649	late	Cretaceous	NA	NA	0	No true spines in fins; premaxilla excludes maxilla from gape; unique type of protrusible upper jaw (maxilla, instead of being ligamentously attached to the ethmoid and palatine, slides in and out with the highly protractile premaxilla in at least the first four suborders); pelvic fins with 0-17 rays; swim bladder, when present, physoclistous; orbitosphenoid present in some.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-15T00:00:00Z	NA	NA	Glanzfischartige	Opahs et poissons-rubans	Lampriformi	NA	Peixes-tábua	Koningsvisachtigen	NA	NA	???????????	&#955;&#945;&#956;&#960;&#961;&#972;&#956;&#959;&#961;&#966;&#945;	&#1086;&#1087;&#1072;&#1093;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;&#44;&#32;&#1083;&#1072;&#1084;&#1087;&#1088;&#1080;&#1076;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????, ????????????????	glansfiskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
70	Lepidogalaxiiformes	123477	11881	0	NA	salamanderfishes	elongated	0	0	-1	All Freshwater	1	1	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	303	2021-02-18T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16	Lepidosireniformes	123477	NA	-1	NA	South American and African lungfishes	elongated	0	0	-1	all freshwater	2	5	Greek, lepis, -idos = scale + Greek, seiren = siren, mermaid + Latin, forma = shape (Ref. 45335).	11	Dipneusti	NA	NA	NA	NA	NA	Ceratodontiformes	400	30649	30653	early	Devonian	NA	NA	-1	Pectoral and pelvic fins filamentous, without rays; scales small; air bladder (lungs) paired; larvae with external gills; adults estivate in dry season.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-11T00:00:00Z	NA	NA	Kaimanfische	Dipneustes d’Amérique du Sud et d’Afrique	Lepidosireniformi	NA	Peixes pulmonados sul-Americanos e Africanos	Zuidamerikaanse en Afrikaanse longvissen	NA	NA	NA	NA	&#1095;&#1077;&#1096;&#1091;&#1081;&#1095;&#1072;&#1090;&#1085;&#1080;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????????????	salamanderlungfiskar	&#1083;&#1086;&#1087;&#1072;&#1089;&#1090;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek sark, sarx = flesh + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
20	Lepisosteiformes	7463	10648	0	NA	gars	elongated	0	-1	-1	All Freshwater	1	7	Greek, lepis, -idos = scale + Greek, osteon, bone + Latin, forma = shape (Ref. 45335).	6	Actinopteri	NA	NA	NA	NA	NA	Amiiformes	260	30649	30652	late	Permian	NA	NA	-1	Body and jaws elongate; mouth with needlelike teeth; abbreviated heterocercal tail; heavy ganoid scales, about 50-65 along lateral line; dorsal fin far back, with few rays; three branchiostegal rays; interoperculum absent; two or more supratemporal bones on each side; maxilla small and immobile; supramaxilla absent; myodome absent; vomer paired; swim bladder vascularized (thus permitting aerial respiration); vertebrae opisthocoelous (anterior end convex, posterior end concave, as in some reptiles and unlike all other fish except the blenny <i>Andamia</i>. Maximum length about 3.0 m.	NA	NA	1	1999-12-11T00:00:00Z	1	2000-04-27T00:00:00Z	NA	NA	Knochenhechte	Lépisostées	Lepisosteiformi	NA	Agulhas	Kaaimansnoeken	NA	NA	NA	NA	&#1087;&#1072;&#1085;&#1094;&#1080;&#1088;&#1085;&#1080;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????????	bengäddor	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
47	Lophiiformes	7463	13942	0	NA	anglerfishes	NA	-1	-1	0	All Marine	18	369	Greek, lophos, crest + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Lophiiformes.	NA	NA	NA	NA	Percopsiformes	50	30652	30649	early	Tertiary	middle	Eocene	0	First ray of spinous dorsal, if present, on head and transformed into illicium (line) and esca (bait), a device for attracting prey to mouth; pelvic fins, if present, in front of pectorals, with one spine and four (rarely) or five soft rays; gill opening small tubelike, at or behind (rarely partly in front of) pectoral fin base; five or six branchiostegal rays; no ribs; pectoral radials 2-5, narrow and elongate; first vertebra fused to skull; swim bladder, when present, physoclistous.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-15T00:00:00Z	NA	NA	Armflossler, Anglerfischartige	Baudroies	Lofiformi	NA	Tamboris	Vinarmigen	NA	NA	??????????	&#923;&#959;&#966;&#953;&#972;&#956;&#959;&#961;&#966;&#945;	&#1091;&#1076;&#1080;&#1083;&#1100;&#1097;&#1080;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????????	marulkartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
63	Mugiliformes	58010	13681	0	NA	mullets	fusiform / normal	-1	-1	-1	Marine and Freshwater	1	78	Latin, mugil, -ilis = grey mullet	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Mugiliformes.	NA	NA	NA	NA	Atheriniformes	45	NA	NA	middle	Tertiary	NA	Oligocene	-1	Distribution:  All tropical and temperate seas.  Chiefly marine (coastal) and brackish water;  some in freshwater (<i>Liza abu</i> only in fresh and estuaries).

Short description:  Spinous (4 spines) and soft dorsal fins widely separated.  Pelvic fins subabdominal; 1 spine, 5 soft rays.  Lateral line hardly visible when present.  Mouth of moderate size.  Toothless or teeth small.  Long gill rakers. Muscular stomach; extremely long intestine.  Vertebrae 24-26.  Maximum length about 90 cm.  Travel in schools and feed on fine algae, diatoms, and detritus of bottom sediments. Important food fishes.

Taxonomy:  Mugiliformes have been considered as a separate order like here, or as a Perciformes suborder, and most part of the time close to Atherinidae(formes).  They are either considered at the base of Acanthopterygii or Percomorpha.  The consensus is to consider that they are close to Atherinids, Gasterosteids, Synbranchids, Elassomatids in an unresolved polychotomy.  See FoW (Nelson, 2006; Ref. 58010) for more details.	NA	NA	303	2008-03-05T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	Mulliformes	NA	12898	0	NA	NA	NA	-1	-1	-1	Mostly Marine	1	97	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	2020-02-19T00:00:00Z	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	Myctophiformes	7463	12178	0	NA	lanternfishes	elongated	-1	-1	0	All Marine	2	254	Greek, mykter, -eros = nose + Greek, ophis = serpent + Latin, forma = shape. 1601 (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Myctophiformes.	NA	NA	NA	NA	Lampriformes	70	30652	30649	late	Cretaceous	NA	NA	0	Head and body compressed; eye lateral (dorsolateral in the myctophid <i>Hierops</i>); mouth usually large and terminal; adipose fin present; usually 8 pelvic fin rays; usually 7-11 branchiostegal rays. All are deep-sea pelagic and benthopelagic fishes.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-15T00:00:00Z	NA	NA	Laternenfischartige	Poissons-lanternes	Mictofiformi	NA	Peixes-lanterna	Lantaarnvisachtigen	NA	NA	??????????????	&#924;&#965;&#954;&#964;&#959;&#966;&#953;&#948;&#972;&#966;&#959;&#961;&#956;&#945;	&#1084;&#1080;&#1082;&#1090;&#1086;&#1092;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	prickfiskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
65	Myliobatiformes	58010	10486	0	NA	stingrays	other	-1	-1	-1	Mostly Marine	12	246	Greek, mylo = mill + Greek, + Greek, batis,-idos = a ray (Raja sp.) (Ref. 45335). forma = shape (Ref. 45335).	4	Elasmobranchii	In Ref. 114953:  Aetobatidae, Dasyatidae, Hexatrygonidae, Gymnuridae, Mobulidae, Myliobatidae, Plesiobatidae, Potamotrygonidae, Rhinopteridae, Urolophidae, Urotrygonidae	NA	NA	NA	NA	Torpediniformes	NA	NA	NA	NA	NA	NA	NA	0	Gill openings ventral; anterior edge of the greatly enlarged pectoral fin attached to side of head, anterior to the gill openings; anal fin absent; eyes and spiracles on dorsal surface; anterior vertebrae fused to form a synarcual; suprascapulae of pectoral girdles joined dorsally over vertebral column and articulating with column of synarcual or fused with synarcual; nictitating membrane absent, cornea attached directly to skin around the eyes; body generally strongly depressed; jaws protrusible in most; teeth pavementlike; in most, water for breathing taken in chiefly through the spiracle rather than the mouth (except for those living off the bottom); most give birth to live young (some have eggs encased in a horny capsule); the snout may function as an electroreceptive organ (as may be true for all elasmobranchs).	NA	NA	303	2013-01-18T00:00:00Z	NA	NA	NA	NA	Rochen	Pastenagues et mantas	Raiformi	NA	Raias	Rogachtigen	NA	NA	??????????	&#929;&#945;&#947;&#953;&#972;&#956;&#959;&#961;&#966;&#945;	&#1089;&#1082;&#1072;&#1090;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;&#44;&#32;&#1088;&#1086;&#1084;&#1073;&#1086;&#1090;&#1077;&#1083;&#1099;&#1077;&#32;&#1089;&#1082;&#1072;&#1090;&#1099;	?????????????, ?????????? ?????	rockor	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
1	Myxiniformes	7463	10000	0	NA	hagfishes	eel-like	-1	0	0	All Marine	1	83	Greek, myxinos = a fish of slime, derived from Greek myxo = mucus, slime; Linné; 1846  + Latin, forma = shape (Ref. 45335).	1	Myxini	NA	NA	NA	NA	NA	Petromyzontiformes	600	30651	30649	early	Cambrian	NA	NA	-1	One semicrircular canal; single olfactory capsule with few folds in sensory epithelium, and olfactory nerves with separate bundles; no bone; eye musculature absent; 1-16 pairs of external gill openings; adenohypophysis with undifferentiated cellular elements, not divided into distinct regions; body naked and eel-like; no paired fins; no trace of lateral line system in adults, neuromasts absent.	NA	NA	1	1999-12-11T00:00:00Z	1	1999-12-13T00:00:00Z	NA	NA	Inger	Myxines	Mixiniformi	NA	Mixinas	Slijmprikken of Blinde prikken	NA	NA	NA	NA	&#1084;&#1080;&#1082;&#1089;&#1080;&#1085;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	pirålar	&#1084;&#1080;&#1082;&#1089;&#1080;&#1085;&#1099;	Greek myxinos = a fish of slime, derived from Greek myxo = mucus, slime; Linnaeus, 1846. Ref. 45335.	NA
