Ordnum	Order	OrderRefNo	SortNo	Synonym	AuthorYear	CommonName	BodyShapeI	Marine	Brackish	Freshwater	WaterSalinity	FamCount	SpeciesCount	EtymologyOrder	ClassNum	Class	ClassificationRemark	PhylogenyFamilies	PhylFamOrderRefNo	PhylogenyPostion	PhylPosOrderRefNo	SisterOrder	ComAncestor	ComAncRef1	ComAncRef2	PeriodRange	Period	EpochRange	Epoch	Complete	Remark	CAS_LIN	ZooBank_ID	Entered	DateEntered	Modified	DateModified	Expert	DateChecked	CommonName_German	CommonName_French	CommonName_Italian	CommonName_Spanish	CommonName_Portuguese	CommonName_Dutch	CommonName_Chinese	CommonName_Chinese_u	CommonName_Greek	CommonName_Greek_u	CommonName_Russian_u	CommonName_Russian	CommonName_Swedish	Class_Russian	EtymologyClass	TS
76	Scombriformes	123477	12673	0	NA	mackerels	NA	-1	-1	-1	Mostly Marine	16	278	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	NA	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	Scorpaeniformes	7463	NA	-1	NA	scorpionfishes and flatheads	NA	-1	-1	-1	mostly marine	35	1650	Greek, skorpaina, scorpene, 1706. It is a diminutive of Greek, skorpios, ""scorpion"" + Latin, forma = shape (Ref. 45335).  However, the name 'could be Latin in origin ('scrofa') meaning sow, probably because of its plumpness (P.Adamicka, pers.comm. 08/09).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Scorpaeniformes incl. Serranoidei.	NA	NA	NA	NA	Perciformes	15	30652	30649	late	Tertiary	middle	Miocene	0	Contains the ""mail-cheeked"" fishes, distinguished by the suborbital stay, a posterior extension of the third infraorbital bone (counting the lachrymal), which extends across the cheek to the preoperculum and is usually firmly attached to that bone. Head and body tend to be spiny or have bony plates; pectoral fin usually rounded, membranes between lower rays often incised; caudal fin usually rounded (occasionally truncate, rarely forked).	NA	NA	1	1999-12-11T00:00:00Z	14	2000-04-11T00:00:00Z	NA	NA	Drachenkopfartige, Panzerwangen	Rascasses, grondins, limaces et terpugas	Scorpeniformi	NA	Peixes-escorpião	Schorpioenvisachtigen	NA	NA	?????????????	&#931;&#954;&#959;&#961;&#960;&#945;&#953;&#957;&#959;&#949;&#953;&#948;&#942;	&#1089;&#1082;&#1086;&#1088;&#1087;&#1077;&#1085;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????????	kindpansrade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
32	Siluriformes	7463	11530	0	NA	catfish	NA	-1	-1	-1	Mostly Freshwater	39	3841	Greek, silouros, silurus, sly silurus (Silurus glanis) + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Siluriformes.	NA	NA	NA	NA	Gymnotiformes	150	30652	30657	late	Jurassic	NA	NA	0	Symplectic, subopercular, basihyal, and intermuscular bones absent; parietals probably present but fused to supraoccipital; mesopterygoid very reduced; preopercle and interopercle relatively small; posttemporal probably fused to supracleithrum but thought by some to be present as a separate element in many families; vomer usually toothed (as is the pterygoid and palatine); dorsal- and anal fin pterygiophores lacking middle radial ossification (as is also true for gymnotiforms), distal radial also absent in silurids; adipose fin usually present; spinelike (=spinous) rays often present at the front of the dorsal and pectoral fins (referred to as spines in family descriptions) (the dorsal fin of most catfishes technically has two spines - the first being very short and forming a locking mechanism for the second spine, which is usually the only one referred to in the family descriptions); body either naked or covered with bony plates; normally up to four pairs of barbels on head, one nasal, one maxillary, and two on chin (i.e., on the lower jaw or mandible), the nasal and chin barbels may be variously absent; maxilla toothless and rudimentary (except in Diplomystidae and the extinct Hypsidoridae), supporting a barbel; principal caudal fin rays 18 or fewer (most with 17); caudal skeleton varying between having six separate hypural plates to complete fusion of caudal elements; eyes usually small (barbels are important in detecting food); air-breathing organs in Clariidae and Heteropneustidae. In contrast to other teleosts, where the urohyal forms as an unpaired ossification of the tendon of the sternohyoideus muscle, which is equivalent to ""parurohyal"" in siluriforms.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-15T00:00:00Z	NA	NA	Welsartige	Poissons-chats	Siluriformi	NA	Peixes-gato	Meervalachtigen	NA	NA	NA	NA	&#1089;&#1086;&#1084;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????	malartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
9	Squaliformes	7463	10279	0	NA	sleeper and dogfish sharks	elongated	-1	-1	0	All Marine	6	138	Latin, squalus, squalidus = weak, pale, with rough skin + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	NA	NA	NA	NA	NA	Squatiniformes	155	30654	NA	late	Jurassic	NA	NA	-1	Two dorsal fins, with or without spines; anal fin absent; five gill slits; spiracles present; nictitating lower eyelid absent. Many species are known from deep water.	NA	NA	1	1999-12-11T00:00:00Z	14	1999-12-11T00:00:00Z	NA	NA	Dorn- und Stachelhaie	Squales	Squaliformi	NA	Tubarões-prego	Doornhaai-achtigen	NA	NA	????????????	&#931;&#954;&#959;&#965;&#945;&#955;&#972;&#956;&#959;&#961;&#966;&#945;	&#1082;&#1072;&#1090;&#1088;&#1072;&#1085;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????	pigghajartade hajar	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
11	Squatiniformes	7463	10351	0	NA	angel sharks	other	-1	-1	0	All Marine	1	25	Latin, squatina = a kind of shark (Ref. 45335).	4	Elasmobranchii	NA	NA	NA	NA	NA	Squaliformes	155	30654	NA	late	Jurassic	NA	NA	-1	Body raylike; eyes dorsal; two spineless dorsal fins; no anal fin; five gill openings; spiracle large; mouth almost terminal; nostrils terminal with barbels on anterior margin. Maximum length up to 2 m.	NA	NA	1	1999-12-11T00:00:00Z	303	2013-01-02T00:00:00Z	NA	NA	Engelshaie	Anges de mer	Squatiniformi	NA	Peixes-anjo	Schoorhaaien of Zee-engelen	NA	NA	??????????????	&#931;&#954;&#959;&#965;&#945;&#964;&#953;&#957;&#972;&#956;&#959;&#961;&#966;&#945;	&#1089;&#1082;&#1074;&#1072;&#1090;&#1080;&#1085;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????????	havsängelartade hajar	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
52	Stephanoberyciformes	7463	NA	-1	NA	pricklefishes, bigscales and gibberfishes	fusiform / normal	-1	0	0	all marine	4	73	Greek, stephanos = crown + Greek, Greek, beryx or berys = a name of a fish, in reference to Berycidae with thin  osseus ridges on the head.	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Stephanoberyciformes incl. Cetomimiformes.	NA	NA	NA	NA	Beryciformes	70	7463	NA	NA	NA	NA	NA	0	Body usually roundish; palate toothless; skull bones, in general, exceptionally thin; orbitosphenoid absent (except in <i>Hispidoberyx</i>; subocular shelf absent; supramaxilla absent or reduced.	NA	NA	1	2000-05-09T00:00:00Z	303	2013-01-03T00:00:00Z	NA	NA	Dornfischartige	Poromitres	Stefanobericiformi	NA	Estefanobericiformes	Doornvisachtigen	NA	NA	NA	NA	&#1089;&#1090;&#1077;&#1092;&#1072;&#1085;&#1086;&#1073;&#1077;&#1088;&#1080;&#1082;&#1089;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????????????	knotterfiskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
37	Stomiiformes	7463	11998	0	NA	lightfishes and dragonfishes	NA	-1	0	0	All Marine	4	423	Greek, stoma = mouth + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Stomiatiformes.	NA	NA	NA	NA	Aulopiformes	70	30652	30649	late	Cretaceous	NA	NA	0	Luminescent organs (photophores) present; chin barbel present in some; premaxilla and maxilla in gape of mouth - both have teeth; mouth extending past eye in most; scales, if present, cycloid and easily lost; pectoral, dorsal, or adipose fins absent in some; ventral adipose fin present in some; pelvic fin rays 4-9; branchiostegal rays 5-24. Color in most is dark brown or black; some are silvery (primarily some Gonostomatoidei). Most tropical to temperate; many are deep-sea.	NA	NA	1	1999-12-11T00:00:00Z	2	1999-12-15T00:00:00Z	NA	NA	Laternenfischartige	Haches d'argent	Stomiiformi	NA	Peixes-luz e peixes-dragão	Grootbekken	NA	NA	NA	NA	&#1089;&#1090;&#1086;&#1084;&#1080;&#1077;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????	drakfiskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
73	Stylephoriformes	123477	12331	0	NA	tube-eyes or thread-tails	NA	-1	0	0	All Marine	1	1	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	NA	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58	Synbranchiformes	7463	13006	0	NA	spiny eels	eel-like	0	-1	-1	All Freshwater	4	124	Greek, syn = together, adhesion + Greek, brangchia = gills + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Synbranchiformes.	NA	NA	NA	NA	Scorpaeniformes	15	30652	30649	late	Tertiary	middle	Miocene	-1	Body elongate; pelvic fins absent; gill openings confined to lower half of body; ectopterygoid enlarged; mesopterygoid reduced or absent; premaxillary nonprotrusible and without ascending process.
All species except three occur in freshwater.	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-11T00:00:00Z	NA	NA	Kiemenschlitzaale	Mastas	Sinbranchiformi	NA	Enguias espinhosas	Kieuwspleetalen	NA	NA	???????????????	&#931;&#965;&#956;&#946;&#961;&#945;&#947;&#967;&#953;&#972;&#956;&#959;&#961;&#966;&#945;	&#1089;&#1083;&#1080;&#1090;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1080;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	???????????????????????	sumpålsartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
57	Syngnathiformes	7463	12817	0	NA	pipefishes and seahorses	NA	-1	-1	-1	Mostly Marine	5	331	Greek, syn = with, together + Greek, gnathos = jaw + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Syngnathoidei in Gasterosteiformes.	NA	NA	NA	NA	Synbranchiformes	15	30652	30649	late	Tertiary	middle	Miocene	0	Body elongate and encased in a series of bony rings; mouth small, at end of tube-shaped snout (except in the ""finless"" pipefish <i>Bulbonaricus</i>, whose adults lack even a short tubiform snout); pelvic fins, when present, abdominal; upper jaw not protractile; lachrymal usually present, other circumorbital bones usually absent; ribs absent; anterior 3-6 vertebrae elongate; aglomerular kidney in at least some.	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-27T00:00:00Z	NA	NA	Seenadelartige	Hippocampes, syngnathes, poissons-trompettes et bé	Signatiformi	NA	Cavalos-marinhos e peixes-cachimbo	Zeenaaldachtigen	NA	NA	????????????	&#931;&#965;&#947;&#957;&#945;&#952;&#972;&#956;&#959;&#961;&#966;&#945;	&#1080;&#1075;&#1083;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	????????????	NA	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
62	Tetraodontiformes	7463	14104	0	NA	puffers and filefishes	NA	-1	-1	-1	Mostly Marine	10	443	Greek, tetra = four + Greek, odous = teeth + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Tetraodontiformes.	NA	NA	NA	NA	Pleuronectiformes	15	30652	30649	late	Tertiary	middle	Miocene	0	No parietals, nasals, or infraorbitals, and usually no lower ribs; posttemporal, if present, simple and fused with pterotic of skull; hyomandibular and palatine firmly attached with premaxilla; scales usually modified as spines, shields, or plates; lateral line present or absent, sometimes multiple; swim bladder present except in molids; 16-30 vertebrae.	NA	NA	1	1999-12-11T00:00:00Z	14	2000-04-11T00:00:00Z	NA	NA	Kugelfischverwandte	Balistes, poissons-globes et poissons-coffres	Tetraodontiformi	NA	Peixes-balão	Kogelvisachtigen	NA	NA	????????????????	&#932;&#949;&#964;&#961;&#945;&#959;&#948;&#959;&#957;&#964;&#972;&#956;&#959;&#961;&#966;&#945;	&#1080;&#1075;&#1083;&#1086;&#1073;&#1088;&#1102;&#1093;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;&#44;&#32;&#1089;&#1082;&#1072;&#1083;&#1086;&#1079;&#1091;&#1073;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????????, ?????????????????	blåsfiskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
13	Torpediniformes	7463	10360	0	NA	electric rays	other	-1	-1	0	All Marine	5	73	Latin, torpere, to be stiffed, paralyzed stiffness + + Latin, forma = shape (Ref. 45335).	4	Elasmobranchii	In Ref. 114953:  Hypnidae, Narcinidae, Narkidae, Torpedinidae	NA	NA	NA	NA	Rajiformes	50	30654	NA	early	Tertiary	middle	Eocene	-1	Disc truncate or emarginate anteriorly; jaws extremely slender; no labial cartilages; rostrum absent or reduced.	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-27T00:00:00Z	NA	NA	Zitterrochen	Torpilles	Torpediniformi	NA	Raias-eléctricas	Sidderroggen	NA	NA	??????????????	&#932;&#959;&#961;&#960;&#949;&#957;&#953;&#948;&#972;&#956;&#959;&#961;&#966;&#945;	&#1075;&#1085;&#1102;&#1089;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	?????????????	NA	&#1087;&#1083;&#1072;&#1089;&#1090;&#1080;&#1085;&#1086;&#1078;&#1072;&#1073;&#1077;&#1088;&#1085;&#1099;&#1077;	Greek eulanein, elasmos = metal beaten out + Greek brangchia = gills. Ref. 45335.	NA
74	Trachichthyiformes	123477	12574	0	NA	roughies	NA	-1	0	0	All Marine	5	67	NA	6	Actinopteri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	303	NA	NA	NA	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
55	Zeiformes	7463	12277	0	NA	dories	NA	-1	-1	0	All Marine	6	33	Greek, Zeus = the supreme deity of the ancients Greeks, 1839 + Latin, forma = shape (Ref. 45335).	6	Actinopteri	In Wiley & Johnson (2010: Ref. 84927):  Zeiformes.	NA	NA	NA	NA	Gasterosteiformes	15	30652	30649	late	Tertiary	middle	Miocene	0	Pelvic fin with or without a spine and 5-10 soft rays; caudal fin usually with 11 branched rays (13 in grammicolepidids); dorsal fin spines 5-10; anal fin spines 0-4; soft rays of dorsal, anal, and pectoral fins not branched; body usually thin and deep; jaws usually greatly distensible; no orbitosphenoid; simple posttemporal fused to skull; swim bladder present; branchiostegal rays 5-8; vertebrae 21-46. Caproids have the lowest number of vertebrae and grammicolepidids the highest. All species are marine, most are deep sea.	NA	NA	1	1999-12-11T00:00:00Z	2	2000-04-11T00:00:00Z	NA	NA	Petersfischartige	Saint-Pierre et sangliers	Zeiformi	NA	Peixes-galo	Zonnevisachtigen of Haanvissen	NA	NA	????????	&#918;&#949;&#972;&#956;&#959;&#961;&#966;&#945;	&#1089;&#1086;&#1083;&#1085;&#1077;&#1095;&#1085;&#1080;&#1082;&#1086;&#1086;&#1073;&#1088;&#1072;&#1079;&#1085;&#1099;&#1077;	??????????????????	sanktpersfiskartade fiskar	&#1083;&#1091;&#1095;&#1077;&#1087;&#1077;&#1088;&#1099;&#1077;	Greek aktis = ray, thunderbolt, beam + Greek pterygion, diminutive of pteryx = wing, fin. Ref. 45335.	NA
